superphot_plus_A_ZTF_r,superphot_plus_beta_ZTF_r,superphot_plus_gamma_ZTF_r,superphot_plus_t_0_ZTF_r,superphot_plus_tau_rise_ZTF_r,superphot_plus_tau_fall_ZTF_r,superphot_plus_extra_sigma_ZTF_r,superphot_plus_A_ZTF_g,superphot_plus_beta_ZTF_g,superphot_plus_gamma_ZTF_g,superphot_plus_t_0_ZTF_g,superphot_plus_tau_rise_ZTF_g,superphot_plus_tau_fall_ZTF_g,superphot_plus_extra_sigma_ZTF_g,name,superphot_plus_classifier,superphot_plus_class,superphot_plus_prob,superphot_plus_prob_SLSN-I,superphot_plus_prob_SN Ia,superphot_plus_prob_SN Ibc,superphot_plus_prob_SN II,superphot_plus_prob_SN IIn,superphot_plus_classified
0.99191827,0.004601334,19.139961,-8.253065,2.4214807,25.670176,0.05489526,0.86073923,0.00961897,14.773566,-8.455345,2.3475928,16.113894,0.027920602,170019696475111620,early_lightgbm_02_2025,SN Ibc,0.979,0.0,0.002,0.979,0.01,0.01,True
1.0289924,0.00455915,18.46585,-6.2608557,2.309336,25.24702,0.060014516,1.014148,0.009308459,14.336334,-5.618244,2.2215915,15.275209,0.03195974,170019696282173491,early_lightgbm_02_2025,SN Ibc,0.671,0.01,0.205,0.671,0.039,0.076,True
0.9236541,0.0054465192,15.168453,-18.918123,2.1054807,24.563116,0.060615443,1.1040967,0.010307671,11.51206,-18.939022,2.516364,17.57596,0.030664694,314007345737760850,full_lightgbm_02_2025,SN Ia,0.805,0.046,0.805,0.013,0.005,0.131,True
1.0098982,0.0049014064,15.723956,-13.081963,1.4804239,27.993916,0.048580606,0.86508036,0.009973682,8.952229,-13.322175,1.602121,14.964521,0.024078175,170019696345088104,full_lightgbm_02_2025,SN Ibc,0.983,0.0,0.0,0.983,0.017,0.0,True
0.9941862,0.004834971,18.827677,-6.5798244,1.9663019,24.578243,0.05901029,0.77900416,0.009773703,14.16795,-6.0743327,2.5295694,15.309021,0.031531543,170028488668479507,early_lightgbm_02_2025,SN Ibc,0.976,0.0,0.0,0.976,0.018,0.006,True
0.99765635,0.005098558,12.94319,-10.983317,1.3548911,17.966652,0.05821034,0.9914168,0.010124054,12.4380045,-10.789898,1.4026024,10.659636,0.03907212,314051321267748936,full_lightgbm_02_2025,SN Ia,0.73,0.0,0.73,0.236,0.0,0.035,True
1.0272099,0.004802619,18.841629,-14.02574,1.5942562,33.987648,0.04996107,0.8198265,0.010102641,10.5331955,-14.168092,1.7235463,23.084902,0.03134024,170019696266444924,full_lightgbm_02_2025,SN Ibc,0.828,0.0,0.0,0.828,0.172,0.0,True
1.0123818,0.0044804523,23.09203,-12.525999,1.5090845,24.306034,0.08306919,1.1110101,0.0094680805,13.8781185,-12.564611,1.3205426,15.378597,0.040967114,313994145051443228,full_lightgbm_02_2025,SN Ia,0.418,0.096,0.418,0.367,0.116,0.003,True
1.0300798,0.0045929793,23.267159,-17.302166,1.6341031,23.81615,0.045655355,0.810322,0.009848358,9.598866,-17.581924,1.7838559,13.55489,0.03253264,170019696413769776,early_lightgbm_02_2025,SN Ibc,0.978,0.0,0.0,0.978,0.022,0.0,True
0.9286269,0.0050672498,19.091446,-0.2500875,1.5109341,25.342731,0.090772286,1.2736242,0.0098807365,14.503679,-0.7871871,1.2743638,15.799758,0.07433957,170050474601349124,early_lightgbm_02_2025,SN II,0.623,0.258,0.025,0.069,0.623,0.025,True
0.99934715,0.0046458826,18.468578,-5.4212537,2.5223742,25.003536,0.06502791,1.1269431,0.009372823,14.040041,-5.0268073,2.164573,15.431335,0.032595128,170019696437362764,early_lightgbm_02_2025,SN Ia,0.898,0.0,0.898,0.009,0.02,0.073,True
0.8783161,0.005531936,10.848647,-12.292856,1.4903303,13.095735,0.059096962,1.1320642,0.01025578,13.242575,-11.842579,1.5197055,8.95342,0.04387763,170019696437887107,full_lightgbm_02_2025,SN Ia,0.662,0.0,0.662,0.0,0.02,0.317,True
0.89512706,0.005969002,16.371147,-10.739093,1.2939355,27.075855,0.04491588,1.1204025,0.010649389,11.77331,-10.536306,1.3112974,16.298447,0.03291059,170019696345088120,full_lightgbm_02_2025,SN Ia,0.58,0.127,0.58,0.0,0.293,0.0,True
0.91438186,0.0058226883,19.277206,-27.423367,8.920893,35.889088,0.065842174,1.4622968,0.009812448,21.52653,-26.951134,8.7380705,38.57003,0.05008684,313677516558565438,full_lightgbm_02_2025,SLSN-I,0.992,0.992,0.0,0.008,0.0,0.0,True
1.0202128,0.004443008,21.585304,-10.366381,1.6603792,20.62917,0.06969617,1.1145493,0.009407714,14.326654,-10.437908,1.7898924,13.604254,0.04417677,314051320414732370,full_lightgbm_02_2025,SN Ibc,0.535,0.068,0.386,0.535,0.007,0.004,True
1.1519177,0.004277907,41.767292,-37.463097,10.212719,50.445366,0.085124135,1.3435881,0.0101917535,25.41072,-37.624176,11.064453,40.708748,0.058070727,313831458514927674,full_lightgbm_02_2025,SLSN-I,0.825,0.825,0.0,0.0,0.004,0.17,True
0.99765635,0.005098558,12.94319,-10.983317,1.3548911,17.966652,0.05821034,0.9914168,0.010124054,12.4380045,-10.789898,1.4026024,10.659636,0.03907212,314051321267748936,full_lightgbm_02_2025,SN Ia,0.73,0.0,0.73,0.236,0.0,0.035,True
1.0459266,0.0041011623,23.261463,-17.558702,1.7206094,23.90581,0.04620244,0.80846286,0.0095650405,9.80068,-17.827003,1.8894174,14.117382,0.031205412,170028486051233796,early_lightgbm_02_2025,SN Ibc,0.917,0.0,0.0,0.917,0.083,0.0,True
0.99934715,0.0046458826,18.468578,-5.4212537,2.5223742,25.003536,0.06502791,1.1269431,0.009372823,14.040041,-5.0268073,2.164573,15.431335,0.032595128,170019696437362764,early_lightgbm_02_2025,SN Ia,0.898,0.0,0.898,0.009,0.02,0.073,True
0.8053751,0.006131528,10.34503,-3.1716018,1.8617917,22.166374,0.045437604,1.0342448,0.011250874,6.9442368,-3.5344682,0.94607234,24.361557,0.031458467,313980945119576112,full_lightgbm_02_2025,SN Ia,0.672,0.0,0.672,0.05,0.273,0.005,True
0.83195186,0.0054478003,18.353004,-5.1455183,3.7284298,25.346292,0.059198983,1.1262274,0.010251445,13.867662,-5.6096673,2.0013523,15.806354,0.03443438,170046083740205236,early_lightgbm_02_2025,SN Ia,0.469,0.365,0.469,0.029,0.087,0.05,True
0.9941862,0.004834971,18.827677,-6.5798244,1.9663019,24.578243,0.05901029,0.77900416,0.009773703,14.16795,-6.0743327,2.5295694,15.309021,0.031531543,170028488668479507,early_lightgbm_02_2025,SN Ibc,0.976,0.0,0.0,0.976,0.018,0.006,True
0.83904964,0.0056729084,15.597351,-9.715312,3.5386992,22.115072,0.034259953,1.1499553,0.010325184,12.641619,-9.356216,2.7929475,14.509673,0.017862625,313941448959459395,full_lightgbm_02_2025,SN Ia,0.996,0.004,0.996,0.0,0.0,0.0,True
0.6994686,0.006958181,19.243126,-10.980909,1.6466256,35.13643,0.040463544,1.136632,0.011198856,13.800819,-10.657886,1.6503731,25.72879,0.030732593,313871013683134625,early_lightgbm_02_2025,SN Ia,0.42,0.261,0.42,0.001,0.317,0.0,True
1.0117596,0.0050862627,13.313027,-11.142475,1.3118572,25.36842,0.04956191,1.0344442,0.010085659,11.65784,-10.998077,1.3400333,14.289551,0.033588164,170019696466198671,full_lightgbm_02_2025,SN Ia,0.682,0.0,0.682,0.23,0.073,0.014,True
0.9808296,0.004566931,17.49448,-9.162471,1.564227,19.966438,0.048621647,0.9331295,0.009649408,18.178658,-9.116587,1.4139111,13.764262,0.024572205,313928194187591742,full_lightgbm_02_2025,SN Ia,0.43,0.0,0.43,0.352,0.0,0.218,True
0.9560259,0.0054976307,15.119228,-26.941492,5.259412,27.065727,0.0886644,1.5028424,0.009869496,18.26947,-26.50401,8.514797,32.60968,0.058230344,313690717562601492,full_lightgbm_02_2025,SLSN-I,0.949,0.949,0.006,0.011,0.0,0.034,True
0.9788796,0.004668516,19.101706,-8.205593,2.4747775,25.66232,0.056396917,0.84365606,0.009702576,14.729532,-8.432278,2.3794384,16.10627,0.028407868,170019696475111620,early_lightgbm_02_2025,SN Ibc,0.984,0.0,0.002,0.984,0.008,0.006,True
0.99934715,0.0046458826,18.468578,-5.4212537,2.5223742,25.003536,0.06502791,1.1269431,0.009372823,14.040041,-5.0268073,2.164573,15.431335,0.032595128,170019696437362764,early_lightgbm_02_2025,SN Ia,0.898,0.0,0.898,0.009,0.02,0.073,True
0.8957081,0.0064065736,24.087303,-22.166039,7.0061727,36.41696,0.069872424,1.4005787,0.010752056,20.138681,-21.981142,8.963333,32.11337,0.059239265,313756671695913113,full_lightgbm_02_2025,SLSN-I,1.0,1.0,0.0,0.0,0.0,0.0,True
0.97538537,0.0046027824,20.193321,-8.412873,2.227206,26.191818,0.052991234,0.786199,0.009811435,15.372778,-8.54582,2.245926,16.57556,0.02907211,170028485844664382,early_lightgbm_02_2025,SN Ibc,0.991,0.0,0.0,0.991,0.007,0.002,True
1.0244982,0.004572292,18.461346,-6.215224,2.332807,25.244884,0.060015112,1.002533,0.009329999,14.3316345,-5.604044,2.2369618,15.273312,0.0317349,170019696282173491,early_lightgbm_02_2025,SN Ibc,0.716,0.007,0.174,0.716,0.037,0.066,True
1.1519177,0.004277907,41.767292,-37.463097,10.212719,50.445366,0.085124135,1.3435881,0.0101917535,25.41072,-37.624176,11.064453,40.708748,0.058070727,313831458514927674,full_lightgbm_02_2025,SLSN-I,0.825,0.825,0.0,0.0,0.004,0.17,True
0.7020143,0.0075678835,14.67437,-4.8531675,4.8896976,28.729961,0.060197487,0.9386157,0.01291045,9.221185,-5.258295,1.5085971,25.309864,0.05334835,313963359527501831,full_lightgbm_02_2025,SLSN-I,0.594,0.594,0.324,0.023,0.0,0.059,True
0.9819308,0.0045575732,20.181955,-8.394509,2.1829844,26.163013,0.051446214,0.7928754,0.009753792,15.420534,-8.516283,2.2059875,16.549294,0.028708477,170028485844664382,early_lightgbm_02_2025,SN Ibc,0.989,0.0,0.0,0.989,0.007,0.004,True
0.9441415,0.0050584516,18.473253,-8.510706,2.6263158,21.88542,0.046173207,1.0813801,0.009989174,14.259758,-8.614458,2.7809997,15.161741,0.030615684,313765480704245975,full_lightgbm_02_2025,SN Ia,0.941,0.025,0.941,0.02,0.002,0.012,True
1.0110927,0.0051214034,13.412304,-11.130655,1.308145,25.56492,0.049681008,1.0344853,0.010119084,11.648945,-10.984614,1.3357768,14.290394,0.033557653,170019696466198671,full_lightgbm_02_2025,SN Ia,0.657,0.0,0.657,0.247,0.082,0.014,True
0.7020143,0.0075678835,14.67437,-4.8531675,4.8896976,28.729961,0.060197487,0.9386157,0.01291045,9.221185,-5.258295,1.5085971,25.309864,0.05334835,313963359527501831,full_lightgbm_02_2025,SLSN-I,0.594,0.594,0.324,0.023,0.0,0.059,True
0.89512706,0.005969002,16.371147,-10.739093,1.2939355,27.075855,0.04491588,1.1204025,0.010649389,11.77331,-10.536306,1.3112974,16.298447,0.03291059,170019696345088120,full_lightgbm_02_2025,SN Ia,0.58,0.127,0.58,0.0,0.293,0.0,True
0.9441415,0.0050584516,18.473253,-8.510706,2.6263158,21.88542,0.046173207,1.0813801,0.009989174,14.259758,-8.614458,2.7809997,15.161741,0.030615684,313765480704245975,full_lightgbm_02_2025,SN Ia,0.941,0.025,0.941,0.02,0.002,0.012,True
1.0244982,0.004572292,18.461346,-6.215224,2.332807,25.244884,0.060015112,1.002533,0.009329999,14.3316345,-5.604044,2.2369618,15.273312,0.0317349,170019696282173491,early_lightgbm_02_2025,SN Ibc,0.716,0.007,0.174,0.716,0.037,0.066,True
0.96784467,0.004971144,17.048014,-14.885769,1.6352385,28.04991,0.06525999,0.8110317,0.010078843,9.329254,-15.027563,1.7715368,16.74504,0.034640692,170028485779128373,full_lightgbm_02_2025,SN Ibc,0.986,0.0,0.0,0.986,0.014,0.0,True
0.8957081,0.0064065736,24.087303,-22.166039,7.0061727,36.41696,0.069872424,1.4005787,0.010752056,20.138681,-21.981142,8.963333,32.11337,0.059239265,313756671695913113,full_lightgbm_02_2025,SLSN-I,1.0,1.0,0.0,0.0,0.0,0.0,True
0.9877424,0.004362073,20.287392,-9.04385,2.201684,25.916878,0.048892774,1.1019795,0.009109711,15.904853,-9.174927,1.8041732,16.34497,0.028974675,170019696438935593,early_lightgbm_02_2025,SN Ia,0.614,0.002,0.614,0.064,0.309,0.011,True
0.9286269,0.0050672498,19.091446,-0.2500875,1.5109341,25.342731,0.090772286,1.2736242,0.0098807365,14.503679,-0.7871871,1.2743638,15.799758,0.07433957,170050474601349124,early_lightgbm_02_2025,SN II,0.623,0.258,0.025,0.069,0.623,0.025,True
0.9286269,0.0050672498,19.091446,-0.2500875,1.5109341,25.342731,0.090772286,1.2736242,0.0098807365,14.503679,-0.7871871,1.2743638,15.799758,0.07433957,170050474601349124,early_lightgbm_02_2025,SN II,0.623,0.258,0.025,0.069,0.623,0.025,True
0.9977058,0.0050991755,12.9433365,-10.983967,1.354681,18.047255,0.058097422,0.9914263,0.010124754,12.436722,-10.790525,1.4022951,10.667094,0.03905625,314051321267748936,full_lightgbm_02_2025,SN Ia,0.732,0.0,0.732,0.237,0.0,0.031,True
0.8053751,0.006131528,10.34503,-3.1716018,1.8617917,22.166374,0.045437604,1.0342448,0.011250874,6.9442368,-3.5344682,0.94607234,24.361557,0.031458467,313980945119576112,full_lightgbm_02_2025,SN Ia,0.672,0.0,0.672,0.05,0.273,0.005,True
0.8971687,0.0055764895,13.557852,-12.932573,2.0295696,24.221361,0.040690273,1.1368215,0.010322605,14.573761,-12.651833,2.4708076,12.609455,0.037459835,313761042284412983,full_lightgbm_02_2025,SN Ia,0.997,0.003,0.997,0.0,0.0,0.0,True
0.9337068,0.0043397136,39.404545,-9.727098,1.0494971,83.71769,0.06542042,0.9862987,0.008731272,29.130814,-9.722925,0.9014138,54.937485,0.046658546,313831458450440303,full_lightgbm_02_2025,SN IIn,0.54,0.003,0.0,0.0,0.457,0.54,True
0.83904964,0.0056729084,15.597351,-9.715312,3.5386992,22.115072,0.034259953,1.1499553,0.010325184,12.641619,-9.356216,2.7929475,14.509673,0.017862625,313941448959459395,full_lightgbm_02_2025,SN Ia,0.996,0.004,0.996,0.0,0.0,0.0,True
1.0948479,0.007203468,28.937933,-34.31321,22.170818,40.550934,0.10736397,1.9295828,0.01191096,22.498405,-34.35972,11.133507,29.256618,0.10025595,313699507039109196,full_lightgbm_02_2025,SN Ibc,0.698,0.302,0.0,0.698,0.0,0.0,True
1.0459266,0.0041011623,23.261463,-17.558702,1.7206094,23.90581,0.04620244,0.80846286,0.0095650405,9.80068,-17.827003,1.8894174,14.117382,0.031205412,170028486051233796,early_lightgbm_02_2025,SN Ibc,0.917,0.0,0.0,0.917,0.083,0.0,True
0.9788796,0.004668516,19.101706,-8.205593,2.4747775,25.66232,0.056396917,0.84365606,0.009702576,14.729532,-8.432278,2.3794384,16.10627,0.028407868,170019696475111620,early_lightgbm_02_2025,SN Ibc,0.984,0.0,0.002,0.984,0.008,0.006,True
1.0297301,0.004599901,23.014534,-17.306267,1.6347928,23.900845,0.04627458,0.81087047,0.009852786,9.579514,-17.59037,1.7843816,13.5858965,0.032588035,170019696413769776,early_lightgbm_02_2025,SN Ibc,0.981,0.0,0.0,0.981,0.019,0.0,True
1.0202007,0.004443149,21.584679,-10.36635,1.6603792,20.629719,0.06972222,1.1145499,0.009407863,14.326492,-10.437885,1.7898829,13.604464,0.04418191,314051320414732370,full_lightgbm_02_2025,SN Ibc,0.536,0.068,0.386,0.536,0.007,0.004,True
0.98026764,0.00492835,16.895,-16.171322,1.6521391,26.61304,0.05695949,0.80377865,0.010153377,9.462486,-16.341782,1.7974923,17.773598,0.031383544,170019696482451458,full_lightgbm_02_2025,SN Ibc,1.0,0.0,0.0,1.0,0.0,0.0,True
1.0235827,0.0047316724,21.541813,-5.984728,2.1768074,28.830511,0.06397231,1.0035646,0.009444413,16.461433,-4.907438,2.163861,19.224209,0.029391406,313967752817672227,full_lightgbm_02_2025,SN Ibc,0.567,0.032,0.03,0.567,0.007,0.364,True
0.9877424,0.004362073,20.287392,-9.04385,2.201684,25.916878,0.048892774,1.1019795,0.009109711,15.904853,-9.174927,1.8041732,16.34497,0.028974675,170019696438935593,early_lightgbm_02_2025,SN Ia,0.614,0.002,0.614,0.064,0.309,0.011,True
0.9966299,0.004723523,18.73503,-8.011858,1.9195294,25.440372,0.050447114,0.81232595,0.009575531,14.634132,-6.9870005,2.4145956,15.4470215,0.02680657,170019696472490057,early_lightgbm_02_2025,SN Ibc,0.968,0.0,0.002,0.968,0.022,0.009,True
0.9298781,0.0048792223,20.654129,-6.975194,1.6194909,33.107224,0.042054217,1.0426517,0.009470571,20.900185,-6.761093,1.6659813,19.186562,0.033778228,313853497321193628,full_lightgbm_02_2025,SLSN-I,0.632,0.632,0.033,0.002,0.182,0.151,True
1.0041046,0.0050549665,16.740679,-15.376825,1.5930591,30.126915,0.048679493,0.82152486,0.010356723,10.207422,-15.522348,1.7154579,18.886269,0.029239424,314051321101549625,full_lightgbm_02_2025,SN Ibc,0.989,0.0,0.0,0.989,0.011,0.0,True
1.02145,0.004463441,19.087223,-10.598747,1.4086678,28.657045,0.06449847,0.9563379,0.009531692,11.56346,-10.589817,1.4371789,19.008362,0.03289547,313994145147388004,early_lightgbm_02_2025,SN II,0.502,0.004,0.004,0.454,0.502,0.036,True
0.88826513,0.0054636807,13.307295,-20.48378,5.3473816,25.26004,0.062154606,1.4245207,0.009960014,17.42981,-20.21504,9.727391,33.429176,0.054605864,313897383647772709,full_lightgbm_02_2025,SLSN-I,1.0,1.0,0.0,0.0,0.0,0.0,True
1.0004524,0.004804716,18.828203,-6.578232,1.9534359,24.5784,0.0593098,0.782982,0.009741371,14.168565,-6.07959,2.5138013,15.309158,0.031624727,170028488668479507,early_lightgbm_02_2025,SN Ibc,0.976,0.0,0.0,0.976,0.018,0.006,True
0.88826513,0.0054636807,13.307295,-20.48378,5.3473816,25.26004,0.062154606,1.4245207,0.009960014,17.42981,-20.21504,9.727391,33.429176,0.054605864,313897383647772709,full_lightgbm_02_2025,SLSN-I,1.0,1.0,0.0,0.0,0.0,0.0,True
1.0297301,0.004599901,23.014534,-17.306267,1.6347928,23.900845,0.04627458,0.81087047,0.009852786,9.579514,-17.59037,1.7843816,13.5858965,0.032588035,170019696413769776,early_lightgbm_02_2025,SN Ibc,0.981,0.0,0.0,0.981,0.019,0.0,True
1.0374439,0.0048051868,20.319206,-12.524682,1.475602,29.717022,0.03799417,0.8158186,0.01016725,11.341604,-12.58273,1.584653,19.829142,0.02783837,170019696442081285,early_lightgbm_02_2025,SN Ibc,0.851,0.0,0.0,0.851,0.149,0.0,True
0.91469705,0.0058161733,19.262783,-27.432064,8.906273,35.71295,0.06579353,1.462116,0.009805229,21.557026,-26.957348,8.735349,38.497047,0.050069787,313677516558565438,full_lightgbm_02_2025,SLSN-I,0.99,0.99,0.0,0.01,0.0,0.0,True
0.77538776,0.0061570453,13.055907,-10.400997,4.074033,23.49088,0.032307684,1.1477354,0.010712527,13.290081,-10.11028,2.5612285,15.332764,0.022546224,313853501446815761,full_lightgbm_02_2025,SN Ia,0.993,0.006,0.993,0.0,0.0,0.001,True
0.6994686,0.006958181,19.243126,-10.980909,1.6466256,35.13643,0.040463544,1.136632,0.011198856,13.800819,-10.657886,1.6503731,25.72879,0.030732593,313871013683134625,early_lightgbm_02_2025,SN Ia,0.42,0.261,0.42,0.001,0.317,0.0,True
0.84037864,0.0055742194,20.070528,-9.796347,1.7319739,25.760735,0.071356915,1.1081505,0.010265994,15.759748,-9.703073,1.6586177,16.191685,0.03541,170028492511510705,early_lightgbm_02_2025,SN Ia,0.412,0.283,0.412,0.048,0.246,0.011,True
0.9975257,0.004719954,18.312998,-5.43489,1.9403124,25.27942,0.06508195,1.017637,0.009521479,13.847892,-5.2458334,2.0681574,15.745808,0.030071706,313756673035468835,early_lightgbm_02_2025,SN Ibc,0.498,0.002,0.386,0.498,0.031,0.083,True
1.1519177,0.004277907,41.767292,-37.463097,10.212719,50.445366,0.085124135,1.3435881,0.0101917535,25.41072,-37.624176,11.064453,40.708748,0.058070727,313831458514927674,full_lightgbm_02_2025,SLSN-I,0.825,0.825,0.0,0.0,0.004,0.17,True
1.0211117,0.00450237,16.911736,-16.000065,1.6088467,23.351494,0.05239237,0.8536846,0.009611243,8.725356,-16.21088,1.7327724,11.63848,0.02914165,314051321203785807,full_lightgbm_02_2025,SN Ibc,1.0,0.0,0.0,1.0,0.0,0.0,True
1.0026634,0.0043519805,21.70448,-16.859003,2.5720615,30.168839,0.11548133,0.7967191,0.009575475,10.159937,-17.026188,2.7342696,19.58601,0.041286327,313871014736953360,early_lightgbm_02_2025,SN Ibc,1.0,0.0,0.0,1.0,0.0,0.0,True
1.0125508,0.0044795666,23.117834,-12.538063,1.5158677,24.517063,0.082551196,1.1108227,0.009467015,13.869744,-12.57616,1.3247015,15.405696,0.040891998,313994145051443228,full_lightgbm_02_2025,SN Ia,0.418,0.093,0.418,0.37,0.119,0.0,True
0.89512706,0.005969002,16.371147,-10.739093,1.2939355,27.075855,0.04491588,1.1204025,0.010649389,11.77331,-10.536306,1.3112974,16.298447,0.03291059,170019696345088120,full_lightgbm_02_2025,SN Ia,0.58,0.127,0.58,0.0,0.293,0.0,True
1.0199952,0.004959346,17.42418,-13.438528,1.5205581,29.776615,0.052669354,0.86339813,0.010178527,10.65687,-13.534845,1.6109948,18.251041,0.02973634,170019696440508539,full_lightgbm_02_2025,SN Ibc,0.941,0.0,0.0,0.941,0.059,0.0,True
1.0110927,0.0051214034,13.412304,-11.130655,1.308145,25.56492,0.049681008,1.0344853,0.010119084,11.648945,-10.984614,1.3357768,14.290394,0.033557653,170019696466198671,full_lightgbm_02_2025,SN Ia,0.657,0.0,0.657,0.247,0.082,0.014,True
0.78315836,0.0053633833,53.309223,-15.845369,1.9069713,55.059525,0.064672634,0.9866153,0.009548838,38.242706,-15.844658,2.1307,40.136528,0.039045833,313893023086280813,full_lightgbm_02_2025,SLSN-I,0.426,0.426,0.0,0.0,0.422,0.152,True
1.0199952,0.004959346,17.42418,-13.438528,1.5205581,29.776615,0.052669354,0.86339813,0.010178527,10.65687,-13.534845,1.6109948,18.251041,0.02973634,170019696440508539,full_lightgbm_02_2025,SN Ibc,0.941,0.0,0.0,0.941,0.059,0.0,True
0.88826513,0.0054636807,13.307295,-20.48378,5.3473816,25.26004,0.062154606,1.4245207,0.009960014,17.42981,-20.21504,9.727391,33.429176,0.054605864,313897383647772709,full_lightgbm_02_2025,SLSN-I,1.0,1.0,0.0,0.0,0.0,0.0,True
0.9671179,0.004805128,19.48804,-10.44866,2.1850042,24.744171,0.053054523,0.6582837,0.010025512,14.568123,-10.327364,2.7030413,15.448289,0.03295357,170019696323592290,early_lightgbm_02_2025,SN Ibc,0.994,0.0,0.0,0.994,0.006,0.0,True
1.0004524,0.004804716,18.828203,-6.578232,1.9534359,24.5784,0.0593098,0.782982,0.009741371,14.168565,-6.07959,2.5138013,15.309158,0.031624727,170028488668479507,early_lightgbm_02_2025,SN Ibc,0.976,0.0,0.0,0.976,0.018,0.006,True
1.0459266,0.0041011623,23.261463,-17.558702,1.7206094,23.90581,0.04620244,0.80846286,0.0095650405,9.80068,-17.827003,1.8894174,14.117382,0.031205412,170028486051233796,early_lightgbm_02_2025,SN Ibc,0.917,0.0,0.0,0.917,0.083,0.0,True
0.91469705,0.0058161733,19.262783,-27.432064,8.906273,35.71295,0.06579353,1.462116,0.009805229,21.557026,-26.957348,8.735349,38.497047,0.050069787,313677516558565438,full_lightgbm_02_2025,SLSN-I,0.99,0.99,0.0,0.01,0.0,0.0,True
1.0210817,0.0048861946,20.90903,-22.145988,2.7006044,24.752338,0.066527635,1.072665,0.009603899,13.290453,-20.695282,2.1729522,16.283741,0.0323736,313985346353234012,full_lightgbm_02_2025,SN Ibc,0.718,0.008,0.249,0.718,0.0,0.025,True
1.0098982,0.0049014064,15.723956,-13.081963,1.4804239,27.993916,0.048580606,0.86508036,0.009973682,8.952229,-13.322175,1.602121,14.964521,0.024078175,170019696345088104,full_lightgbm_02_2025,SN Ibc,0.983,0.0,0.0,0.983,0.017,0.0,True
1.1625388,0.005302255,35.952225,-18.138805,22.641714,59.8183,0.08003751,1.1234245,0.009802083,28.955063,-17.9994,10.100672,32.906208,0.038532816,313756671741526382,full_lightgbm_02_2025,SN IIn,0.857,0.071,0.0,0.0,0.071,0.857,True
1.2425777,0.0043247556,34.044014,-31.373981,13.817457,33.498928,0.09282172,1.0103369,0.009422805,13.676142,-31.158089,9.013899,21.412207,0.043587424,313853497671417905,full_lightgbm_02_2025,SN II,0.988,0.0,0.0,0.0,0.988,0.012,True
0.9441415,0.0050584516,18.473253,-8.510706,2.6263158,21.88542,0.046173207,1.0813801,0.009989174,14.259758,-8.614458,2.7809997,15.161741,0.030615684,313765480704245975,full_lightgbm_02_2025,SN Ia,0.941,0.025,0.941,0.02,0.002,0.012,True
0.98026764,0.00492835,16.895,-16.171322,1.6521391,26.61304,0.05695949,0.80377865,0.010153377,9.462486,-16.341782,1.7974923,17.773598,0.031383544,170019696482451458,full_lightgbm_02_2025,SN Ibc,1.0,0.0,0.0,1.0,0.0,0.0,True
0.896155,0.006395179,23.775444,-22.185246,6.986046,36.391003,0.07000108,1.4011595,0.01073733,20.076809,-21.996696,8.953297,32.171738,0.059145335,313756671695913113,full_lightgbm_02_2025,SLSN-I,1.0,1.0,0.0,0.0,0.0,0.0,True
0.9106694,0.00515812,18.159088,-3.7711058,1.7674694,25.237741,0.06433714,1.0890851,0.01003103,13.711883,-3.9513588,1.1488371,15.708881,0.03370189,170028497264181363,early_lightgbm_02_2025,SN II,0.801,0.0,0.189,0.0,0.801,0.01,True
0.9977058,0.0050991755,12.9433365,-10.983967,1.354681,18.047255,0.058097422,0.9914263,0.010124754,12.436722,-10.790525,1.4022951,10.667094,0.03905625,314051321267748936,full_lightgbm_02_2025,SN Ia,0.732,0.0,0.732,0.237,0.0,0.031,True
0.9965762,0.0046577593,18.46933,-5.431942,2.536728,25.00379,0.063419,1.1265398,0.009382392,14.040851,-5.029401,2.1624897,15.431581,0.032497182,170019696437362764,early_lightgbm_02_2025,SN Ia,0.907,0.0,0.907,0.011,0.024,0.058,True
0.77538776,0.0061570453,13.055907,-10.400997,4.074033,23.49088,0.032307684,1.1477354,0.010712527,13.290081,-10.11028,2.5612285,15.332764,0.022546224,313853501446815761,full_lightgbm_02_2025,SN Ia,0.993,0.006,0.993,0.0,0.0,0.001,True
1.0040388,0.0050551537,16.724602,-15.371176,1.5928116,29.949379,0.04880704,0.82166636,0.010356547,10.205091,-15.515327,1.7153423,18.866413,0.029264241,314051321101549625,full_lightgbm_02_2025,SN Ibc,0.989,0.0,0.0,0.989,0.011,0.0,True
0.9901755,0.0047778366,15.186627,-9.450081,2.521812,20.63689,0.043397143,1.003984,0.009750139,13.646936,-9.72385,2.865322,16.935984,0.019635962,313945770546430083,full_lightgbm_02_2025,SN Ia,0.639,0.0,0.639,0.317,0.0,0.044,True
0.98026764,0.00492835,16.895,-16.171322,1.6521391,26.61304,0.05695949,0.80377865,0.010153377,9.462486,-16.341782,1.7974923,17.773598,0.031383544,170019696482451458,full_lightgbm_02_2025,SN Ibc,1.0,0.0,0.0,1.0,0.0,0.0,True
1.1501514,0.0037162038,39.33595,-15.703026,12.622812,57.938286,0.07804304,0.9935303,0.008865351,28.49459,-15.506267,10.042077,32.631943,0.089476004,313708289123156661,full_lightgbm_02_2025,SN II,1.0,0.0,0.0,0.0,1.0,0.0,True
