name,peak_phase,peak_mag,yse_pz,yse_field,ra,dec,tns_name,tns_redshift,tns_class,host_redshift,host_prob,host_sep_arcsec,best_host_catalog,host_absmag,best_redshift,host_name,high_host_confidence,peak_abs_mag
15EYSEcpk,5.1915572513171355,19.936999999999998,<https://ziggy.ucolick.org/yse/transient_detail/15EYSEcpk|*YSE-PZ*>,468.D,242.01039335915178,5.259274761857142,,,---,0.337965,0.9999999998533706,4.842997701861924,decals,-20.15292073651365,0.337965,9906623460870391,True,-21.06877049991155
15EYSEcjl,2.9555572513199877,20.069,<https://ziggy.ucolick.org/yse/transient_detail/15EYSEcjl|*YSE-PZ*>,468.A,333.98083665776727,0.7267885926578304,,,---,0.85626,0.999999999999982,0.6135421653179541,decals,-20.362972085600834,0.85626,9906621787875176,True,-23.004516984284788
15EYSEcmf,2.96155725132121,19.977,<https://ziggy.ucolick.org/yse/transient_detail/15EYSEcmf|*YSE-PZ*>,575.A,336.65093152190497,17.34323028457021,,,---,0.108074,0.9983834314975428,12.311336234668042,decals,-22.160703943031546,0.108074,9906627923415069,True,-18.47676543562812
15EYSEcli,3.1575572513174848,16.607000000000003,<https://ziggy.ucolick.org/yse/transient_detail/15EYSEcli|*YSE-PZ*>,719.A,247.4259100969793,39.61471427862601,,,---,0.300968,0.9999999999999555,3.3068807634654322,decals,-19.791380143815243,0.300968,9907734767668377,True,-24.1378569004552
15FYSEcte,19.27155725131888,20.273000000000003,<https://ziggy.ucolick.org/yse/transient_detail/15FYSEcte|*YSE-PZ*>,674.C,193.7643330020499,28.309796784845908,,,---,0.161086,0.9999999999999349,0.4510889671042168,decals,-18.945469767434176,0.161086,9906631717358197,True,-19.06950861104133
15EYSEcjw,4.978557251321035,20.262,<https://ziggy.ucolick.org/yse/transient_detail/15EYSEcjw|*YSE-PZ*>,527.C,342.751422994837,9.64305619537568,,,---,0.665358,0.988747631538339,0.15811962487663767,decals,-22.514882941207627,0.665358,9906625172017571,True,-22.259148232995823
15EYSEcld,22.080557251319988,20.174,<https://ziggy.ucolick.org/yse/transient_detail/15EYSEcld|*YSE-PZ*>,719.D,246.8256705971402,40.80787877559165,,,---,0.507347,0.9999999999999923,0.20081454046076108,decals,-20.642812195395774,0.507347,9907735129096479,True,-21.74408372200036
15EYSEcpb,4.951557251319173,19.776,<https://ziggy.ucolick.org/yse/transient_detail/15EYSEcpb|*YSE-PZ*>,527.C,341.664694674749,8.889017787215861,,,---,0.370118,0.9043210521777074,7.178817512925124,decals,-22.1149480353993,0.370118,9906624892308064,True,-21.43425473242349
15EYSEcmw,2.219557251315564,20.405,<https://ziggy.ucolick.org/yse/transient_detail/15EYSEcmw|*YSE-PZ*>,674.A,208.62437084789502,31.205652533708204,,,---,0.40402,0.9999999999999842,0.26105207308557893,decals,-20.056581865773982,0.40402,9906632705507960,True,-21.002329672175225
15EYSEcri,16.947557251318358,20.697999999999997,<https://ziggy.ucolick.org/yse/transient_detail/15EYSEcri|*YSE-PZ*>,527.F,346.2587176754828,13.648235634463173,,,---,0.214345,0.9997456936644771,0.2864778740213611,decals,-21.650743539350344,0.214345,9906626652015977,True,-19.284033986397702
15EYSEcpu,4.030557251317077,20.05,<https://ziggy.ucolick.org/yse/transient_detail/15EYSEcpu|*YSE-PZ*>,674.D,261.49692325597863,35.83237531922459,,,---,0.14115,0.9999178863873677,0.47826517609682545,decals,-18.582584149480148,0.14115,9907733647525567,True,-18.997683713575963
15EYSEcle,7.9525572513157385,20.526,<https://ziggy.ucolick.org/yse/transient_detail/15EYSEcle|*YSE-PZ*>,527.C,341.3325646051338,10.924522079877475,,,---,0.898495,0.9999999999997448,2.453313347941229,decals,-20.903729493215497,0.898495,9906625636207767,True,-22.6516471141719
15EYSEcra,4.951557251319173,20.182000000000002,<https://ziggy.ucolick.org/yse/transient_detail/15EYSEcra|*YSE-PZ*>,527.F,342.65879017659717,12.241190201481453,,,---,0.0376656855897441,0.9999999999996977,27.042277115160775,glade,-20.78000404999957,,91759,False,
15EYSEcoa,7.150557251319697,21.177999999999997,<https://ziggy.ucolick.org/yse/transient_detail/15EYSEcoa|*YSE-PZ*>,,242.81936353921228,55.31256064239047,,,---,0.900352,0.9959966222241714,2.4930248028680544,decals,-20.908946242613727,0.900352,9907738790923572,True,-22.00410178196844
15EYSEcqu,3.9495572513187653,21.355,<https://ziggy.ucolick.org/yse/transient_detail/15EYSEcqu|*YSE-PZ*>,527.F,342.57654380262113,14.190111712998448,,,---,1.001821,0.999999999999987,0.15385428149379438,decals,-22.813827705976387,1.001821,9908825857591251,True,-22.056234804936135
15EYSEclo,65.1025572513172,19.299,<https://ziggy.ucolick.org/yse/transient_detail/15EYSEclo|*YSE-PZ*>,477.C,212.74957511823953,25.95237769307935,,,---,1.212552,0.9999999999995179,2.2139420892974666,decals,-20.131161800658468,1.212552,9906630964613431,True,-24.514960525302865
15EYSEcno,92.00755725131603,21.558,<https://ziggy.ucolick.org/yse/transient_detail/15EYSEcno|*YSE-PZ*>,719.A,213.97440599233624,13.761939421574139,,,---,0.85383,0.999999999999986,0.17004704684184782,decals,-22.145444581622023,0.85383,9906626618327691,True,-21.509355949124497
15EYSEcmo,5.003557251315215,19.953,<https://ziggy.ucolick.org/yse/transient_detail/15EYSEcmo|*YSE-PZ*>,527.C,321.81242983226576,10.172926582718695,,,---,0.139754,0.999999999999986,1.3530052210881234,decals,-20.876128195604124,0.139754,9906625352634584,True,-19.072528780528636
15EYSEcqh,2.9605572513173684,20.654999999999998,<https://ziggy.ucolick.org/yse/transient_detail/15EYSEcqh|*YSE-PZ*>,575.A,340.9572741067322,17.518482517538168,,,---,0.241112,0.9999999999992151,3.1594151576167535,decals,-20.426347705194996,0.241112,9906628014703996,True,-19.591222219308257
15EYSEcnz,5.268557251314633,20.908,<https://ziggy.ucolick.org/yse/transient_detail/15EYSEcnz|*YSE-PZ*>,749.F,242.04063471814172,52.27001633675902,,,---,0.265317,0.9999999999999672,0.8207573331667039,decals,-20.905337803190278,0.265317,9907738119047651,True,-19.55324017263672
15EYSEclg,34.14555725131504,19.982999999999997,<https://ziggy.ucolick.org/yse/transient_detail/15EYSEclg|*YSE-PZ*>,527.F,338.5364994327839,13.317782047092686,,,---,0.596901,0.99999999999999,0.13334233911928584,decals,-22.711389685444576,0.596901,9906626466415992,True,-22.29755443216426
15EYSEcrd,10.16955725131993,15.91,<https://ziggy.ucolick.org/yse/transient_detail/15EYSEcrd|*YSE-PZ*>,527.C,340.6327965392649,10.908526384055829,,,---,0.014408,0.9999999997889611,78.1665515670305,decals,-17.007793554364508,0.014408,9906625636012114,True,-18.12114361836823
15EYSEcpy,12.165557251319115,20.898,<https://ziggy.ucolick.org/yse/transient_detail/15EYSEcpy|*YSE-PZ*>,,210.30777868043165,53.60947494070632,,,---,0.319602,0.9999999999999765,0.2757223611100153,decals,-19.378693789415287,0.319602,9907738399868661,True,-19.982044254759177
15EYSEcqi,2.9705572513194056,20.239,<https://ziggy.ucolick.org/yse/transient_detail/15EYSEcqi|*YSE-PZ*>,577.B,337.1534966391916,20.286021786608693,,,---,0.118619,0.9861885823459977,0.54374251906032,decals,-19.68653825546956,0.118619,9906628997153198,True,-18.421563945652544
15EYSEcnf,22.102557251317194,19.727,<https://ziggy.ucolick.org/yse/transient_detail/15EYSEcnf|*YSE-PZ*>,674.C,246.53674223289235,27.414353902274215,,,---,0.166170570888455,0.9999999999999925,0.9655243432677698,glade,-21.000000855218264,,SDSSJ162608.83+27245,False,
15FYSEcrv,5.950557251315331,20.096,<https://ziggy.ucolick.org/yse/transient_detail/15FYSEcrv|*YSE-PZ*>,575.A,344.07753329342137,18.00300716175315,,,---,0.213806,0.7161733052947378,10.879814093610905,decals,-20.24844353813955,,9906628195452416,False,
15FYSEcsq,29.988557251315797,21.242,<https://ziggy.ucolick.org/yse/transient_detail/15FYSEcsq|*YSE-PZ*>,719.D,244.7351696336488,41.79706079308181,,,---,0.277856,0.9998648831476358,0.6510683258048751,decals,-21.156860077203692,0.277856,9907735413133214,True,-19.323093003727998
15EYSEcnp,27.080557251319988,19.567,<https://ziggy.ucolick.org/yse/transient_detail/15EYSEcnp|*YSE-PZ*>,575.A,254.22711512329474,17.078453847742797,,,---,0.500854,0.999999999999989,0.1306408043758696,decals,-21.773697642189987,0.500854,9906627812459336,True,-22.32227095370982
