name,ra,dec,nuclear,any_posterior,best_cat,best_cat_release,extra_cat_cols,high_host_confidence,host_2_total_posterior,host_absmag_mean,host_any_non_ratio,host_name,host_objID,host_offset_mean,host_prob_ratio,host_redshift_mean,host_total_posterior,idx,missedcat_posterior,none_posterior,query_time,smallcone_posterior,2MASS,Bmag,Dist,GWGC,HyperLEDA,M*,PAHyp,PGC,SDSS-DR16Q,Type,WISExSCOS,dec_ivar,dered_flux_r,dered_mag_r,e_Bmag,e_M*,e_logd25Hyp,e_logr25Hyp,f_M*,f_dL,fitbits,flux_ivar_r,flux_r,host_2_absmag_info,host_2_absmag_mean,host_2_absmag_std,host_2_dec,host_2_name,host_2_objID,host_2_offset_info,host_2_offset_mean,host_2_offset_posterior,host_2_offset_std,host_2_ra,host_2_redshift_info,host_2_redshift_mean,host_2_redshift_std,host_absmag_info,host_absmag_std,host_dec,host_offset_info,host_offset_posterior,host_offset_std,host_ra,host_redshift_info,host_redshift_std,logd25Hyp,logr25Hyp,mag_r,nobs_g,nobs_r,nobs_z,ra_ivar,redshift,shape_e1,shape_e1_ivar,shape_e2,shape_e2_ivar,shape_r,shape_r_ivar,type,z_phot_mean,z_phot_median,z_phot_std,z_spec
15BYSEami,215.22574243251756,53.11826460196287,False,0.999999999999996,decals,dr9,"{'shape_r_ivar': 224907.53, 'dec_ivar': 32177585000000.0, 'shape_e2': -0.104105, 'ra_ivar': 43520765000000.0, 'flux_r': 962.1406, 'nobs_g': 3, 'shape_e2_ivar': 6116644.5, 'flux_ivar_r': 2.699385, 'dered_mag_r': 15.019679, 'nobs_z': 3, 'shape_r': 3.818757, 'z_phot_std': 0.003811, 'shape_e1_ivar': 7103709.0, 'nobs_r': 3, 'z_phot_median': 0.035882, 'z_spec': 0.043608, 'shape_e1': 0.14019, 'fitbits': 528, 'type': 'SER', 'z_phot_mean': 0.036288, 'mag_r': 15.041903, 'dered_flux_r': 982.0381}",True,0.0,-21.407848017638717,250070638672036.88,9907738287276530,9907738287276530,0.16813062183359156,inf,0.043608,0.999999999999996,13,1.3329567001685978e-15,3.998870100505793e-15,1.3598310947418213,1.3329567001685978e-15,,,,,,,,,,,,32177585000000.0,982.0381,15.019679,,,,,,,528.0,2.699385,962.1406,r,-20.821682446879425,1.1478605,53.12306585365993,,9907738287276969,,112.0543106526088,0.0,0.06260642144293874,215.27698830486307,SPEC,0.887073,0.04435365,r,0.7509839500000001,53.118228070551154,,0.999999999999996,0.08014829433530712,215.2257141153711,SPEC,0.0021804000000000003,,,15.041903,3.0,3.0,3.0,43520765000000.0,,0.14019,7103709.0,-0.104105,6116644.5,3.818757,224907.53,SER,0.036288,0.035882,0.003811,0.043608
15BYSEawm,244.10429793550512,51.053473479362964,True,0.9999999999999915,glade,latest,"{'redshift': 0.0423125943733509, 'GWGC': nan, 'f_dL': 3.0, 'PAHyp': 14.4, 'logr25Hyp': 0.05, 'M*': '   6.00000', 'Bmag': 15.46, 'SDSS-DR16Q': nan, 'HyperLEDA': '84751                        ', 'e_Bmag': 0.7730000000000001, 'e_logd25Hyp': 0.22, '2MASS': '16162512+5103097', 'e_logr25Hyp': 0.1, 'Dist': 187.068, 'f_M*': 1.0, 'WISExSCOS': 'J161625.10+510310.4', 'Type': 'G', 'logd25Hyp': 0.79, 'e_M*': ' 3.000e+00', 'PGC': '       '}",True,0.0,-20.899997514375997,116340651661119.39,84751,1054332.0,2.862600557431651,inf,0.0423125943733509,0.9999999999999915,14,2.8651492713335837e-15,8.59544781400075e-15,0.010084867477416992,2.8651492713335837e-15,16162512+5103097,15.46,187.068,,84751                        ,   6.00000,14.4,       ,,G,J161625.10+510310.4,,,,0.7730000000000001, 3.000e+00,0.22,0.1,1.0,3.0,,,,B,-21.030000164114043,0.936,51.12515,3132537,398698.0,,264.0072869959311,0.0,0.09897641054084076,244.129,PHOT,0.183640820460618,0.0550922461381854,B,0.7730000000000001,51.052719,,0.9999999999999915,0.09926911893843988,244.104691,SPEC,0.0126937783120052,0.79,0.05,,,,,,0.0423125943733509,,,,,,,,,,,
15BYSEarg,208.1616090952446,49.78038416283169,False,0.9999999999989065,glade,latest,"{'redshift': 0.0704293771861983, 'GWGC': nan, 'f_dL': 3.0, 'PAHyp': 7.7, 'logr25Hyp': 0.15, 'M*': '   8.00000', 'Bmag': 16.66, 'SDSS-DR16Q': nan, 'HyperLEDA': '2353309                      ', 'e_Bmag': 0.8330000000000001, 'e_logd25Hyp': 0.07, '2MASS': '13524093+4947033', 'e_logr25Hyp': 0.03, 'Dist': 317.687, 'f_M*': 0.0, 'WISExSCOS': 'J135240.92+494703.3', 'Type': 'G', 'logd25Hyp': 0.69, 'e_M*': ' 1.000e+00', 'PGC': '       '}",False,0.999999999998882,-20.849997213610546,914524497882.2332,2353309,1070701.0,25.041449894498292,1.0,0.0704293771861983,0.999999999998882,17,3.644881401262292e-13,1.0934644203786877e-12,0.00729680061340332,3.644881401262292e-13,13524093+4947033,16.66,317.687,,2353309                      ,   8.00000,7.7,       ,,G,J135240.92+494703.3,,,,0.8330000000000001, 1.000e+00,0.07,0.03,0.0,3.0,,,,B,-20.849997213610546,0.8330000000000001,49.784267,2353309,1070701.0,,25.041449894498292,0.999999999998882,0.07751004399574181,208.170547,SPEC,0.0704293771861983,0.0211288131558594,B,0.8330000000000001,49.784267,,0.999999999998882,0.07751004399574181,208.170547,SPEC,0.0211288131558594,0.69,0.15,,,,,,0.0704293771861983,,,,,,,,,,,
15CYSEbhr,157.4342273495441,41.82665738705267,False,0.999999999999839,glade,latest,"{'redshift': 0.1600268107872241, 'GWGC': nan, 'f_dL': 1.0, 'PAHyp': 8.1, 'logr25Hyp': 0.11, 'M*': '  13.00000', 'Bmag': 18.13, 'SDSS-DR16Q': nan, 'HyperLEDA': '2187519                      ', 'e_Bmag': 0.9065, 'e_logd25Hyp': 0.11, '2MASS': '10294352+4149328', 'e_logr25Hyp': 0.03, 'Dist': 765.597, 'f_M*': 0.0, 'WISExSCOS': 'J102943.53+414932.7', 'Type': 'G', 'logd25Hyp': 0.41, 'e_M*': ' 3.000e+00', 'PGC': '       '}",False,0.999999999999839,-21.29000112185742,6215625050032.678,2187519,2260808.0,8.382934147049065,1.0,0.1600268107872241,0.999999999999839,18,5.3628288490716984e-14,1.6088486547215097e-13,0.007371187210083008,5.3628288490716984e-14,10294352+4149328,18.13,765.597,,2187519                      ,  13.00000,8.1,       ,,G,J102943.53+414932.7,,,,0.9065, 3.000e+00,0.11,0.03,0.0,1.0,,,,B,-21.29000112185742,0.9065,41.825779,2187519,2260808.0,,8.382934147049065,0.999999999999839,0.07711475379367334,157.431335,PHOT,0.1600268107872241,0.0480080432361672,B,0.9065,41.825779,,0.999999999999839,0.07711475379367334,157.431335,PHOT,0.0480080432361672,0.41,0.11,,,,,,0.1600268107872241,,,,,,,,,,,
15CYSEblb,245.86990341114426,37.91254900547286,False,0.9999999999999759,decals,dr9,"{'shape_r_ivar': 144449.3, 'dec_ivar': 20599819000000.0, 'shape_e2': 0.0, 'ra_ivar': 31467581000000.0, 'flux_r': 16.949984, 'nobs_g': 3, 'shape_e2_ivar': 0.0, 'flux_ivar_r': 93.24446, 'dered_mag_r': 19.394169, 'nobs_z': 6, 'shape_r': 0.300901, 'z_phot_std': 0.091285, 'shape_e1_ivar': 0.0, 'nobs_r': 3, 'z_phot_median': 0.35551, 'z_spec': -99.0, 'shape_e1': 0.0, 'fitbits': 128, 'type': 'REX', 'z_phot_mean': 0.349883, 'mag_r': 19.427076, 'dered_flux_r': 17.471579}",True,0.0,-21.94898085211508,41555321313480.14,9907734324904981,9907734324904981,0.31823224025136926,inf,0.349883,0.9999999999999759,20,8.021435589891474e-15,2.406430676967442e-14,1.5896739959716797,8.021435589891474e-15,,,,,,,,,,,,20599819000000.0,17.471579,19.394169,,,,,,,128.0,93.24446,16.949984,r,-20.690781125344323,1.1480031000000002,37.99141571488553,,9907734324905468,,299.4087975298151,0.0,0.09805701339676867,245.9033916317952,PHOT,0.845636,0.338254,r,0.9697084500000002,37.91246542675307,,0.9999999999999759,0.09627966673903794,245.86988914866683,PHOT,0.091285,,,19.427076,3.0,3.0,6.0,31467581000000.0,,0.0,0.0,0.0,0.0,0.300901,144449.3,REX,0.349883,0.35551,0.091285,-99.0
15CYSEbkv,242.40469315653195,25.00366701420687,False,0.999999999999968,decals,dr9,"{'shape_r_ivar': 10516.723, 'dec_ivar': 180260030000.0, 'shape_e2': 0.0, 'ra_ivar': 192509200000.0, 'flux_r': 3.742921, 'nobs_g': 3, 'shape_e2_ivar': 0.0, 'flux_ivar_r': 233.03465, 'dered_mag_r': 20.928331, 'nobs_z': 3, 'shape_r': 0.269655, 'z_phot_std': 0.115462, 'shape_e1_ivar': 0.0, 'nobs_r': 2, 'z_phot_median': 0.369202, 'z_spec': -99.0, 'shape_e1': 0.0, 'fitbits': 0, 'type': 'REX', 'z_phot_mean': 0.403491, 'mag_r': 21.066973, 'dered_flux_r': 4.252728}",True,0.0,-20.77841231765803,31342401705445.758,9906630630444022,9906630630444022,0.3530712756336861,inf,0.403491,0.9999999999999568,21,1.0635219868150877e-14,3.190565960445263e-14,1.3714838027954102,1.0635219868150877e-14,,,,,,,,,,,,180260030000.0,4.252728,20.928331,,,,,,,0.0,233.03465,3.742921,r,-19.042490652800407,1.1810468500000002,25.062427003263124,,9906630630444918,,284.51947242562323,0.0,0.09526613336181447,242.4630290203784,PHOT,0.583026,0.206834,r,1.04641655,25.00357420688767,,0.9999999999999568,0.09820184372161923,242.40471012937596,PHOT,0.115462,,,21.066973,3.0,2.0,3.0,192509200000.0,,0.0,0.0,0.0,0.0,0.269655,10516.723,REX,0.403491,0.369202,0.115462,-99.0
15AYSEadr,66.84125101636907,-25.467228484925048,True,0.9999999999999886,decals,dr9,"{'shape_r_ivar': 0.0, 'dec_ivar': 1310417700000.0, 'shape_e2': 0.0, 'ra_ivar': 1201568600000.0, 'flux_r': 3.273626, 'nobs_g': 9, 'shape_e2_ivar': 0.0, 'flux_ivar_r': 1367.1827, 'dered_mag_r': 21.101698, 'nobs_z': 7, 'shape_r': 0.0, 'z_phot_std': 0.006565, 'shape_e1_ivar': 0.0, 'nobs_r': 6, 'z_phot_median': 0.008472, 'z_spec': -99, 'shape_e1': 0.0, 'fitbits': 0, 'type': 'PSF', 'z_phot_mean': 0.01046, 'mag_r': 21.212427, 'dered_flux_r': 3.625108}",True,0.0,-12.172041318261655,87781492425671.61,9906612115412905,9906612115412905,0.13258770144812243,inf,0.01046,0.9982948139519252,22,3.797307657027787e-15,1.1391922971083362e-14,2.1215338706970215,3.797307657027787e-15,,,,,,,,,,,,1310417700000.0,3.625108,21.101698,,,,,,,0.0,1367.1827,3.273626,r,-20.14060161402213,1.1838837500000001,-25.483806377726854,,9906612115412442,,82.18115365641535,0.0,0.09450950714355606,66.8238667093212,PHOT,0.900211,0.152875,r,1.0550849,-25.467244970517108,,0.9982948139519252,0.06535505165588688,66.84125532632005,PHOT,0.00523,,,21.212427,9.0,6.0,7.0,1201568600000.0,,0.0,0.0,0.0,0.0,0.0,0.0,PSF,0.01046,0.008472,0.006565,-99.0
15CYSEbch,238.81114229509467,17.64612606809439,False,0.9999999999999845,decals,dr9,"{'shape_r_ivar': 0.0, 'dec_ivar': 198492770000.0, 'shape_e2': 0.0, 'ra_ivar': 231370330000.0, 'flux_r': 2.650352, 'nobs_g': 4, 'shape_e2_ivar': 0.0, 'flux_ivar_r': 474.10327, 'dered_mag_r': 21.368828, 'nobs_z': 4, 'shape_r': 0.0, 'z_phot_std': 0.347592, 'shape_e1_ivar': 0.0, 'nobs_r': 4, 'z_phot_median': 0.713946, 'z_spec': -99.0, 'shape_e1': 0.0, 'fitbits': 0, 'type': 'PSF', 'z_phot_mean': 0.689246, 'mag_r': 21.44174, 'dered_flux_r': 2.83445}",True,0.0,-21.736958617558976,64500068014816.92,9906628079192206,9906628079192206,0.18436695366545025,inf,0.689246,0.9998632011778117,23,5.167953206758712e-15,1.5503859620276136e-14,1.6065380573272705,5.167953206758712e-15,,,,,,,,,,,,198492770000.0,2.83445,21.368828,,,,,,,0.0,474.10327,2.650352,r,-19.764137256925164,1.1495542500000002,17.718076439398924,,9906628079192936,,293.1959863778107,0.0,0.09798187118149564,238.8511907913883,PHOT,0.603706,0.202196,r,1.0684414,17.64615696098082,,0.9998632011778117,0.08425738471966282,238.8111135402661,PHOT,0.344623,,,21.44174,4.0,4.0,4.0,231370330000.0,,0.0,0.0,0.0,0.0,0.0,0.0,PSF,0.689246,0.713946,0.347592,-99.0
15CYSEbje,201.63643027015277,48.446258396549204,False,0.9999999999998512,decals,dr9,"{'shape_r_ivar': 2544.8792, 'dec_ivar': 12792071000.0, 'shape_e2': 0.029094, 'ra_ivar': 16969232000.0, 'flux_r': 8.942348, 'nobs_g': 2, 'shape_e2_ivar': 7044.2905, 'flux_ivar_r': 17.333885, 'dered_mag_r': 20.104113, 'nobs_z': 2, 'shape_r': 1.81512, 'z_phot_std': 0.059515, 'shape_e1_ivar': 13155.9375, 'nobs_r': 2, 'z_phot_median': 0.346151, 'z_spec': -99.0, 'shape_e1': 0.11094, 'fitbits': 0, 'type': 'EXP', 'z_phot_mean': 0.346863, 'mag_r': 20.12137, 'dered_flux_r': 9.085634}",True,0.0,-21.217058720560704,6720480576453.548,9907737206851753,9907737206851753,4.086696957995888,inf,0.346863,0.9999999999998512,24,4.9599627517885994e-14,1.48798882553658e-13,1.4242570400238037,4.9599627517885994e-14,,,,,,,,,,,,12792071000.0,9.085634,20.104113,,,,,,,0.0,17.333885,8.942348,r,-19.633846201769053,1.1314214,48.38392031464736,,9907737206851103,,295.70916269479596,0.0,0.08807232947941092,201.5558393144031,PHOT,0.500209,0.14435,r,1.0052056500000002,48.44555691979852,,0.9999999999998512,0.08356342379695969,201.6377732382309,PHOT,0.059515,,,20.12137,2.0,2.0,2.0,16969232000.0,,0.11094,13155.9375,0.029094,7044.2905,1.81512,2544.8792,EXP,0.346863,0.346151,0.059515,-99.0
15CYSEbjb,210.73187073816845,46.55048495854539,False,0.9999999999999916,decals,dr9,"{'shape_r_ivar': 32770.18, 'dec_ivar': 1446080700000.0, 'shape_e2': 0.059841, 'ra_ivar': 2192774100000.0, 'flux_r': 33.291626, 'nobs_g': 3, 'shape_e2_ivar': 53165.28, 'flux_ivar_r': 44.629845, 'dered_mag_r': 18.671114, 'nobs_z': 3, 'shape_r': 1.373022, 'z_phot_std': 0.01353, 'shape_e1_ivar': 78728.94, 'nobs_r': 3, 'z_phot_median': 0.2171, 'z_spec': -99.0, 'shape_e1': 0.285392, 'fitbits': 0, 'type': 'DEV', 'z_phot_mean': 0.217616, 'mag_r': 18.694162, 'dered_flux_r': 34.00594}",True,0.0,-21.490546457396892,118944740011220.14,9907736696917095,9907736696917095,0.34168427182654293,inf,0.217616,0.9999999999999916,25,2.802421807823423e-15,8.407265423470268e-15,1.4059150218963623,2.802421807823423e-15,,,,,,,,,,,,1446080700000.0,34.00594,18.671114,,,,,,,0.0,44.629845,33.291626,r,-21.798782408808133,1.0684063000000001,46.50584636209617,,9907736696917453,,181.1670849801427,0.0,0.09184144757529003,210.76564239145628,PHOT,0.705293,0.057621,r,0.9335557,46.550573652241766,,0.9999999999999916,0.09123175988639003,210.731909893716,PHOT,0.01353,,,18.694162,3.0,3.0,3.0,2192774100000.0,,0.285392,78728.94,0.059841,53165.28,1.373022,32770.18,DEV,0.217616,0.2171,0.01353,-99.0
15CYSEbib,238.32296818151184,20.72874434319549,True,0.9999999999999928,decals,dr9,"{'shape_r_ivar': 5695.529, 'dec_ivar': 200970340000.0, 'shape_e2': -0.058834, 'ra_ivar': 331646370000.0, 'flux_r': 5.931461, 'nobs_g': 3, 'shape_e2_ivar': 3279.1194, 'flux_ivar_r': 233.83661, 'dered_mag_r': 20.454124, 'nobs_z': 4, 'shape_r': 0.810814, 'z_phot_std': 0.036753, 'shape_e1_ivar': 4847.279, 'nobs_r': 4, 'z_phot_median': 0.430178, 'z_spec': -99.0, 'shape_e1': 0.347741, 'fitbits': 0, 'type': 'DEV', 'z_phot_mean': 0.431806, 'mag_r': 20.567095, 'dered_flux_r': 6.581878}",True,0.0,-21.427019344692376,138750869290070.34,9906629149722498,9906629149722498,0.13836485593366088,inf,0.431806,0.9999999999999928,27,2.4023873510764793e-15,7.207162053229439e-15,1.64829683303833,2.4023873510764793e-15,,,,,,,,,,,,200970340000.0,6.581878,20.454124,,,,,,,0.0,233.83661,5.931461,r,-19.94504033273391,1.22333565,20.80222338657967,,9906629149722980,,278.7958768546243,0.0,0.10183778971240816,238.349124686774,PHOT,1.122969,0.428214,r,1.0227062,20.72876175284592,,0.9999999999999928,0.07196351594803595,238.3229613199664,PHOT,0.036753,,,20.567095,3.0,4.0,4.0,331646370000.0,,0.347741,4847.279,-0.058834,3279.1194,0.810814,5695.529,DEV,0.431806,0.430178,0.036753,-99.0
14LYSEitb,340.09624932555226,28.099905476284974,False,0.9999999999885615,decals,dr9,"{'shape_r_ivar': 604.6541, 'dec_ivar': 13711946000.0, 'shape_e2': 0.102832, 'ra_ivar': 10383589000.0, 'flux_r': 1.25203, 'nobs_g': 3, 'shape_e2_ivar': 132.4279, 'flux_ivar_r': 295.6871, 'dered_mag_r': 22.154106, 'nobs_z': 4, 'shape_r': 0.617267, 'z_phot_std': 0.096876, 'shape_e1_ivar': 163.98607, 'nobs_r': 3, 'z_phot_median': 0.453137, 'z_spec': -99.0, 'shape_e1': -0.274487, 'fitbits': 2, 'type': 'EXP', 'z_phot_mean': 0.455117, 'mag_r': 22.255962, 'dered_flux_r': 1.375173}",True,0.0,-19.86284890135599,87424302547.48697,9906631667944499,9906631667944499,3.6069759787143476,inf,0.455117,0.9999999999885615,28,3.812822334481434e-12,1.1438467003444304e-11,1.809776782989502,3.812822334481434e-12,,,,,,,,,,,,13711946000.0,1.375173,22.154106,,,,,,,2.0,295.6871,1.25203,r,-20.7995545782784,1.1457415,28.175490409490514,,9906631751178616,,299.43267804321226,0.0,0.09706010836078219,340.13561785509233,PHOT,0.865957,0.124319,r,1.1077053,28.10049193267438,,0.9999999999885615,0.09484670805970712,340.0953285971904,PHOT,0.096876,,,22.255962,3.0,3.0,4.0,10383589000.0,,-0.274487,163.98607,0.102832,132.4279,0.617267,604.6541,EXP,0.455117,0.453137,0.096876,-99.0
15CYSEbfh,216.53410075830573,24.37308665982391,False,0.9999999999091019,decals,dr9,"{'shape_r_ivar': 20011.129, 'dec_ivar': 4299915000000.0, 'shape_e2': -0.040546, 'ra_ivar': 6776059000000.0, 'flux_r': 437.33627, 'nobs_g': 2, 'shape_e2_ivar': 1004097.3, 'flux_ivar_r': 3.033724, 'dered_mag_r': 15.82592, 'nobs_z': 3, 'shape_r': 8.532061, 'z_phot_std': 0.018436, 'shape_e1_ivar': 2196608.5, 'nobs_r': 2, 'z_phot_median': 0.100997, 'z_spec': 0.101857, 'shape_e1': 0.163675, 'fitbits': 0, 'type': 'SER', 'z_phot_mean': 0.09703, 'mag_r': 15.897962, 'dered_flux_r': 467.339}",True,0.0,-22.531939517174205,11001336938.744684,9906630452642707,9906630452642707,58.11362418613754,inf,0.101857,0.9999999999091019,29,3.029934772101156e-11,9.089804316303467e-11,1.5439679622650146,3.029934772101156e-11,,,,,,,,,,,,4299915000000.0,467.339,15.82592,,,,,,,0.0,3.033724,437.33627,r,-19.980617097045887,1.16307325,24.417042512748,,9906630452643516,,271.84030044154355,0.0,0.09161639800411789,216.60151668270157,PHOT,0.725519,0.3627595,r,0.791296,24.38118152203753,,0.9999999999091019,0.09058058044177647,216.54943197939937,SPEC,0.00509285,,,15.897962,2.0,2.0,3.0,6776059000000.0,,0.163675,2196608.5,-0.040546,1004097.3,8.532061,20011.129,SER,0.09703,0.100997,0.018436,0.101857
15CYSEbjg,240.4268557958898,42.72491030673747,False,0.9999999999999832,decals,dr9,"{'shape_r_ivar': 2694.5298, 'dec_ivar': 103593210000.0, 'shape_e2': 0.180833, 'ra_ivar': 138409510000.0, 'flux_r': 4.979326, 'nobs_g': 3, 'shape_e2_ivar': 575.68677, 'flux_ivar_r': 95.55879, 'dered_mag_r': 20.728798, 'nobs_z': 2, 'shape_r': 0.534823, 'z_phot_std': 0.061266, 'shape_e1_ivar': 650.46606, 'nobs_r': 3, 'z_phot_median': 0.301077, 'z_spec': -99.0, 'shape_e1': 0.416775, 'fitbits': 0, 'type': 'DEV', 'z_phot_mean': 0.30475, 'mag_r': 20.757074, 'dered_flux_r': 5.110703}",True,0.0,-20.26603535962565,59769796828564.016,9907735692382217,9907735692382217,0.35781910798416405,inf,0.30475,0.9999999999999832,30,5.576952759090315e-15,1.673085827727095e-14,1.600550889968872,5.576952759090315e-15,,,,,,,,,,,,103593210000.0,5.110703,20.728798,,,,,,,0.0,95.55879,4.979326,r,-23.306997212047342,1.00281935,42.72078115498719,,9907735692380788,,273.08697915092193,0.0,0.07353109501210288,240.32375214724837,PHOT,0.759333,0.3796665,r,1.0364399000000002,42.72481387000786,,0.9999999999999832,0.09939575808222613,240.42687427774396,PHOT,0.061266,,,20.757074,3.0,3.0,2.0,138409510000.0,,0.416775,650.46606,0.180833,575.68677,0.534823,2694.5298,DEV,0.30475,0.301077,0.061266,-99.0
15CYSEbax,127.50421087898292,44.548418094388154,True,0.9999999999999939,decals,dr9,"{'shape_r_ivar': 26399.502, 'dec_ivar': 554654400000.0, 'shape_e2': 0.198635, 'ra_ivar': 649369350000.0, 'flux_r': 26.995892, 'nobs_g': 2, 'shape_e2_ivar': 61243.727, 'flux_ivar_r': 37.12097, 'dered_mag_r': 18.86774, 'nobs_z': 3, 'shape_r': 1.327129, 'z_phot_std': 0.033645, 'shape_e1_ivar': 38130.56, 'nobs_r': 3, 'z_phot_median': 0.210005, 'z_spec': -99.0, 'shape_e1': 0.089573, 'fitbits': 0, 'type': 'SER', 'z_phot_mean': 0.206784, 'mag_r': 18.921757, 'dered_flux_r': 28.37288}",True,0.0,-21.169538955504347,163562609920078.9,9907736150543421,9907736150543421,0.18677921003824513,inf,0.206784,0.9999999999999939,31,2.037955578577567e-15,6.113866735732701e-15,1.387005090713501,2.037955578577567e-15,,,,,,,,,,,,554654400000.0,28.37288,18.86774,,,,,,,0.0,37.12097,26.995892,r,-19.811994306995153,1.0909865,44.469941894282485,,9907736150543812,,294.7298158254875,0.0,0.0988213882609106,127.53692156365508,PHOT,0.391847,0.06972,r,0.9433870000000001,44.54837195037203,,0.9999999999999939,0.08615787346520644,127.50421459374483,PHOT,0.033645,,,18.921757,2.0,3.0,3.0,649369350000.0,,0.089573,38130.56,0.198635,61243.727,1.327129,26399.502,SER,0.206784,0.210005,0.033645,-99.0
15BYSEalx,217.01073767101832,11.300061360874732,False,0.9999999999999825,decals,dr9,"{'shape_r_ivar': 967.3626, 'dec_ivar': 15970449000.0, 'shape_e2': 0.0, 'ra_ivar': 16628433000.0, 'flux_r': 1.551838, 'nobs_g': 2, 'shape_e2_ivar': 0.0, 'flux_ivar_r': 210.28586, 'dered_mag_r': 21.946756, 'nobs_z': 3, 'shape_r': 0.29046, 'z_phot_std': 0.089115, 'shape_e1_ivar': 0.0, 'nobs_r': 2, 'z_phot_median': 0.438136, 'z_spec': -99.0, 'shape_e1': 0.0, 'fitbits': 0, 'type': 'REX', 'z_phot_mean': 0.444914, 'mag_r': 22.022884, 'dered_flux_r': 1.664552}",True,0.0,-20.011567693792593,57072861472857.74,9906625696893018,9906625696893018,0.23783255705536163,inf,0.444914,0.9973509494044406,33,5.840487487942961e-15,1.752146246382888e-14,1.7342438697814941,5.840487487942961e-15,,,,,,,,,,,,15970449000.0,1.664552,21.946756,,,,,,,0.0,210.28586,1.551838,r,-20.01104887280134,1.1826535,11.370817819382744,,9906625696894131,,299.8686016209503,0.0,0.09697476685404845,217.0555630328252,PHOT,0.849843,0.22102,r,1.0973378,11.300058786383886,,0.9973509494044406,0.09008547107943195,217.01067583103668,PHOT,0.089115,,,22.022884,2.0,2.0,3.0,16628433000.0,,0.0,0.0,0.0,0.0,0.29046,967.3626,REX,0.444914,0.438136,0.089115,-99.0
15CYSEbmm,254.3981687917028,19.636455113720952,False,0.9999999999980766,decals,dr9,"{'shape_r_ivar': 325.18274, 'dec_ivar': 11149906000.0, 'shape_e2': 0.151677, 'ra_ivar': 5177951000.0, 'flux_r': 1.248155, 'nobs_g': 4, 'shape_e2_ivar': 244.64407, 'flux_ivar_r': 333.25748, 'dered_mag_r': 22.098392, 'nobs_z': 4, 'shape_r': 1.079163, 'z_phot_std': 0.07384, 'shape_e1_ivar': 313.13144, 'nobs_r': 4, 'z_phot_median': 0.54201, 'z_spec': -99.0, 'shape_e1': -0.403566, 'fitbits': 0, 'type': 'EXP', 'z_phot_mean': 0.541198, 'mag_r': 22.259329, 'dered_flux_r': 1.447583}",True,0.0,-20.369615334513004,519925594731.68384,9906628799041781,9906628799041781,2.940879107319839,inf,0.541198,0.9999999999980766,35,6.411173766213882e-13,1.923352129864165e-12,1.8062360286712646,6.411173766213882e-13,,,,,,,,,,,,11149906000.0,1.447583,22.098392,,,,,,,0.0,333.25748,1.248155,r,-20.064136153205474,1.16751355,19.71699964115484,,9906628799041953,,290.514604758136,0.0,0.0967946539180761,254.40345550843293,PHOT,0.774004,0.258947,r,1.1049196000000001,19.637123399295017,,0.9999999999980766,0.09828315500904405,254.3976713599209,PHOT,0.07384,,,22.259329,4.0,4.0,4.0,5177951000.0,,-0.403566,313.13144,0.151677,244.64407,1.079163,325.18274,EXP,0.541198,0.54201,0.07384,-99.0
15CYSEbnc,227.19315616918573,9.480494789653324,False,0.999999999999991,glade,latest,"{'redshift': 0.1798666373059974, 'GWGC': nan, 'f_dL': 1.0, 'PAHyp': 7.1, 'logr25Hyp': 0.28, 'M*': '   5.00000', 'Bmag': 18.92, 'SDSS-DR16Q': nan, 'HyperLEDA': nan, 'e_Bmag': 0.9460000000000002, 'e_logd25Hyp': 0.36, '2MASS': nan, 'e_logr25Hyp': 0.1, 'Dist': 870.964, 'f_M*': nan, 'WISExSCOS': 'J150846.31+092849  ', 'Type': 'G', 'logd25Hyp': 0.45, 'e_M*': ' 3.000e+00', 'PGC': '       '}",False,0.999999999999991,-20.78000102590105,111490477542468.83,J150846.31+092849,15220214.0,1.0093672150652708,1.0,0.1798666373059974,0.999999999999991,37,2.9897919596438846e-15,8.969375878931653e-15,0.015417098999023438,2.9897919596438846e-15,,18.92,870.964,,,   5.00000,7.1,       ,,G,J150846.31+092849  ,,,,0.9460000000000002, 3.000e+00,0.36,0.1,,1.0,,,,B,-20.78000102590105,0.9460000000000002,9.48029,J150846.31+092849,15220214.0,,1.0093672150652708,0.999999999999991,0.1012726115270772,227.192964,PHOT,0.1798666373059974,0.0539599911917992,B,0.9460000000000002,9.48029,,0.999999999999991,0.1012726115270772,227.192964,PHOT,0.0539599911917992,0.45,0.28,,,,,,0.1798666373059974,,,,,,,,,,,
