,tns_name,tns_class,tns_redshift,superphot_plus_class_prob,ra,dec,peak_mag,peak_phase,superphot_plus_classifier,superphot_plus_sampler,superphot_plus_class,host_sep_arcsec,host_name,host_redshift,host_redshift_type,posted_before,host_absmag,host_prob,best_host_catalog,transient_ra_deg,transient_dec_deg,superphot_plus_prob,high_host_confidence,superphot_plus_class_no_z,superphot_plus_prob_no_z,superphot_plus_class_without_redshift,superphot_plus_prob_without_redshift,peak_abs_mag,nuclear,best_redshift,superphot_nonIa_prob,superphot_non_Ia_prob,yse_field,yse_pz
ANT2025qy0ic7ksn8dj,---,---,,0.465,209.1987163,-13.42134680000001,17.978321075439453,0.0763546540110837,early_lightgbm_12_2024,svi,SN Ibc,6.990250711538231,,0.503937908489831,PHOT,False,,,,,,,,,,,,,,,,,,
ANT2025ea4ob5fk7aud,2025bvc,---,,0.452,150.80452808120648,9.595449951301418,18.3945255279541,0.2102782539732288,early_lightgbm_12_2024,svi,SN II,1.5788102425139838,2MASS J10031312+0935447,0.077991,SPEC,False,,,,,,,,,,,,,,,,,,
ANT2025kf9exnh34ymi,2025buw,---,,0.595,85.4683241888324,62.90781403706242,18.142662048339844,4.349676048877882,early_lightgbm_12_2024,svi,SN II,9.064105335874451,PSO J054151.773+625436.146,0.1139385041336132,PHOT,False,,,,,,,,,,,,,,,,,,
ANT2025r24q78e8suww,2025aue,SN Ia-91T-like,0.019,0.573,64.62663820109367,33.77111156573143,15.644068717956545,2.3366552489169408,early_lightgbm_12_2024,svi,SN II,8.997671097012745,2MASS J04183048+3346250,,PHOT,False,,,,,,,,,,,,,,,,,,
ANT2025pzpe1snbjuy7,2025baq,SN Iax[02cx-like],0.025,0.541,215.574552367754,50.50837490508925,17.448400497436523,6.091551048710244,early_lightgbm_12_2024,svi,SN II,29.26768676015657,PSO J142218.836+503004.951,0.0255284778683885,PHOT,False,,,,,,,,,,,,,,,,,,
ANT2025jnb3bwd5txiv,2025bbw,SN Ia,0.081,0.538,230.260664893914,33.09477588843689,18.21800994873047,4.119525648682611,early_lightgbm_12_2024,svi,SN II,2.06531654614114,WISEA J152102.45+330539.6,0.1915636958915,PHOT,False,,,,,,,,,,,,,,,,,,
ANT2025p5sxhvynbko3,---,---,,0.506,212.5306946,-8.715098340807572,18.02653884887696,1.088657548680203,early_lightgbm_12_2024,svi,SN II,2.9781473177703783,WISEA J141007.49-084256.4,0.056052,SPEC,False,,,,,,,,,,,,,,,,,,
ANT2025jrxkj96bk8e9,2025axg,---,,0.558,201.527237770847,24.726402031509608,17.996999740600586,15.100835479810485,early_lightgbm_12_2024,svi,SN II,3.329832619768745,WISEA J132606.75+244333.8,0.063758,SPEC,False,,,,,,,,,,,,,,,,,,
ANT2025vmj1ywpmh76x,2025bzq,---,,0.484,216.82039015,-0.9214662473490876,17.974319458007812,0.0743770799745107,early_lightgbm_12_2024,svi,SN II,1.4129220616267957,WISEA J142716.96-005516.4,0.053697,SPEC,False,,,,,,,,,,,,,,,,,,
ANT2025ywlyx3m6aa0j,2025bsi,---,,0.461,118.29861877004684,13.02886531608469,18.33703994750977,0.3519928800087655,early_lightgbm_12_2024,svi,SN II,13.174504967249806,WISEA J075312.26+130133.5,0.029937,SPEC,False,,,,,,,,,,,,,,,,,,
ANT20259s79g1qtyjf6,---,---,,0.586,231.71932641481305,-17.637895714770124,17.903291702270508,0.0842754449913627,early_lightgbm_12_2024,svi,SN II,,,,PHOT,False,,,,,,,,,,,,,,,,,,
ANT2025eygcicaouoc4,2025brs,SN Ia,0.00952,0.848,94.74628405794115,-24.6275112067313,15.999297142028809,0.8555908053676831,early_lightgbm_12_2024,svi,SN Ibc,10.574253917723032,PSO J094.7462-24.6246,0.2819522805025218,,False,-24.217843956138992,0.9572883658799468,panstarrs,,,,,,,,,,,,,,,
ANT2025ncm86pb8j6bt,---,---,,0.753,116.10828672326411,-27.47967692567434,18.32047462463379,0.8890051054331707,early_lightgbm_12_2024,svi,SN II,6.4057794889315405,PSO J116.1102-27.4803,0.152017824441982,,False,-21.44962440979772,0.714421829206848,panstarrs,,,,,,,,,,,,,,,
ANT2025kocrxv2ht9m4,2025bbe,SN Ia,0.026833,0.41,213.5369053,3.2246806984178704,16.443954467773438,6.679063005329226,early_lightgbm_12_2024,svi,SN II,18.570756110554,,0.861288,,False,-21.391229429784342,0.9209125914758818,decals,,,,,,,,,,,,,,,
ANT20257jkmek8h4vst,2025bdr,SN Ia-91T-like,,0.601,154.96488443846795,55.43174094739368,16.41605567932129,0.7749310056242393,early_lightgbm_12_2024,svi,SN II,,,,,False,,,,,,,,,,,,,,,,,,
ANT20252stindehk72s,2025cuf,SN Ia,0.023717,,138.4435764006232,34.83940328358819,18.275619506835938,2.6257452236968675,full_lightgbm_02_2025,svi,SN IIn,13.102215296693377,9907733312176456.0,0.241178,,False,-18.97460922961256,0.1284325894111057,decals,,,0.576,False,,,SN Ibc,0.435,,,,,,,
ANT2025t44laia9g4av,---,---,,,202.9028451,-23.3772972,15.328700065612791,1.53031702372391,full_lightgbm_02_2025,svi,SN IIn,0.5129328592524645,7.994202902889778e+16,0.0559579476275738,,False,-22.464227820902536,0.9995393373094608,panstarrs,,,0.468,True,,,SN Ibc,0.359,,,,,,,
ANT20254by4lubsaq2o,---,---,,,102.4650505813846,23.36657703651659,17.26288414001465,2.6835346234511235,early_lightgbm_02_2025,svi,SN Ibc,13.126445329329531,1.3604102461745293e+17,0.1185715508625265,,False,-23.181799423873528,0.1531357865747191,panstarrs,,,0.448,False,,,,,,,,,,,
ANT2025iv1gpyq933g0,---,---,,,108.74294841286168,22.451769571228,17.969722747802734,2.67970362338383,early_lightgbm_02_2025,svi,SN Ibc,,,,,False,,,,,,0.444,False,,,,,,,,,,,
ANT2025f8976axes9hb,---,---,,,102.33522979999996,22.5156145,17.60202980041504,2.6835346234511235,early_lightgbm_02_2025,svi,SN Ibc,,,,,False,,,,,,0.417,False,,,,,,,,,,,
ANT20258zj355b1djys,2025cbq,SN Ia-pec,0.024764,,292.0927085857608,56.580051586748695,17.697341918945312,7.94728940508503,full_lightgbm_02_2025,svi,SN IIn,13.07621087601242,9907739063684432.0,0.16605,,False,-18.970149574151893,0.6668081866673262,decals,,,0.644,False,,,SN Ibc,0.722,-17.515639393627342,,,,,,
ANT2025hjhfcz4a9gpg,2025bol,SN Ia,0.03,,62.47651746784037,-12.412846457727651,16.310733795166016,7.353713005475583,early_lightgbm_02_2025,svi,SN IIn,0.3309767918827668,9906616749131892.0,0.190249,,False,-18.15391050290092,0.999053657143746,decals,,,0.444,True,,,SN Ia,0.625,-19.32160323921912,,,,,,
ANT2025q56lnmnbe1a2,2025cff,SN Ia,0.041,,271.2270721572381,39.6806120251928,17.89651870727539,7.0917531158047495,early_lightgbm_02_2025,svi,SN IIn,19.543835147753,9907734845327166,0.213679,,False,-20.92518921588023,0.2393250383768169,decals,,,0.401,True,,,SN Ia,0.36,-18.420007887103605,,,,,,
ANT2025wguvdcxdl8y8,2025bwp,SN II,0.041433,,151.16069049728864,37.07625590522574,18.33254051208496,0.1419104249653173,early_lightgbm_02_2025,svi,SLSN-I,2.453909867491284,29227,0.0417493271994491,,False,15.45,0.66272896270414,glade,,,0.873,False,,,SN Ibc,0.409,-18.0070267843073,,,,,,
ANT20256ql7ndtaexm9,2025cac,SN Ia,0.048,,199.2120047,-3.05763600341426,17.297813415527344,12.017790024678106,full_lightgbm_02_2025,svi,SN IIn,9.84582944914528,9906620336967314.0,0.048612,,False,-18.79556365457602,0.9844539877556964,decals,,,0.574,True,,,SN Ia,0.705,-19.364657673524807,,,,,,
ANT20254u6c2m13t948,2025cku,SN II,0.08,,147.6865543732341,27.30245656217328,17.788949966430664,0.2004521247436059,early_lightgbm_02_2025,svi,SN IIn,1.3317205657304374,9906631371985622.0,0.08428,,False,-19.609279476603795,0.9999647074484196,decals,,,0.419,True,,,SN Ia,0.622,-19.99869859551825,,,,,,
ANT2025qk1tnnusmn9t,---,---,,,144.7115575999462,50.85770125001579,18.17102432250977,0.2177322251227451,early_lightgbm_02_2025,svi,SLSN-I,1.0865784910342189,9907737749423628.0,0.068347,,False,-20.56749488816028,0.9999950528981107,decals,,,0.406,True,,,SN Ia,0.335,-19.269116054455537,,,,,,
ANT2025bzg7m67e1n9u,2025cxh,---,,,152.9125083,-25.15170895548877,17.397220611572266,0.1721419250097824,early_lightgbm_02_2025,svi,SN IIn,9.02595651033575,7.781152910918602e+16,0.1102010628538925,,False,-22.8619816247015,0.999942510769318,panstarrs,,,0.404,True,,,SN Ia,0.558,-21.099812343903693,,,,,,
ANT2025y4z0mj5ubs3a,2025coe,SN Ib-pec,0.00472,,158.28301271018975,28.43682009379585,16.28291130065918,11.103310924998368,full_lightgbm_02_2025,svi,SN IIn,,,,,False,,,,,,0.662,False,,,SN Ibc,0.255,-15.319409882730376,,,,,,
ANT202501x9gluo5196,2025chq,---,,,131.29703731357677,-8.414322782121204,18.232328414916992,5.290297732477484,early_lightgbm_02_2025,svi,SN IIn,9.252210357094958,9906618252526163,0.104995,,False,-22.19897356548888,0.9999913401801628,decals,,,0.496,True,,,SN Ia,0.616,-20.15729730137119,,,,,,
ANT202533lwx8et8su2,2025cfs,SN Ia,0.073,,136.50606770794815,51.41270205261615,18.120624542236328,5.170228232418594,early_lightgbm_02_2025,svi,SN IIn,3.789305720289674,2393686,0.0671066934032762,,False,16.67,0.9669538485745808,glade,,,0.433,True,,,SN Ia,0.575,-19.464810931784104,,,,,,
ANT20255d4vjyzn36j2,2025djk,---,,,296.8678855,74.4487061,17.243125915527344,5.948750213814492,early_lightgbm_02_2025,svi,SLSN-I,5.234363646507243,1.9734296865972083e+17,0.0828785112202658,,False,-23.018877312199493,0.9962759930491384,panstarrs,,,0.798,True,,,SLSN-I,0.27,-20.622654115271185,,,,,,
ANT2025sxnddgtnl2rz,2025cxg,SN Ia,0.02,,101.35131835,14.334924924520266,16.744192123413086,0.2134024459228385,early_lightgbm_02_2025,svi,SLSN-I,36.386329678198656,125211013458922806,0.0483521590919097,,False,-20.88163896484608,0.2322710330776697,panstarrs,,,0.424,True,,,SN Ia,0.541,-18.002207069099892,,,,,,
ANT20256r5qfc04fpxz,2025efc,SN Ia,0.0163,,143.6814434347721,-21.931089866693043,15.172727584838867,0.2272629728977335,early_lightgbm_02_2025,svi,SLSN-I,,,,,False,,,,,,0.467,False,,,SN Ia,0.362,-19.127397328594355,,,,,,
ANT20251nr4x6ngodbr,2025dyt,SN Ia,0.03369,,121.37316457863486,37.53672227338527,16.821964263916016,7.282540471285756,full_lightgbm_02_2025,svi,SN IIn,34.444050683574055,9907734149334500.0,0.09863,,False,-17.07961686959752,0.332160971735049,decals,,,0.779,False,,,SN Ia,0.357,-19.06426059187644,,,,,,
ANT20255b0trcbm5hmx,2025dkj,SN Ia,0.046864,,142.21638366668108,52.68586057758663,17.626710891723633,8.158350671168591,early_lightgbm_02_2025,svi,SN IIn,5.830043152019655,1.712214221901041e+17,0.0543084119086112,,False,-21.375893827191,0.9994245212343156,panstarrs,,,0.583,True,,,SN Ia,0.601,-18.98316149695936,,,,,,
ANT2025yuw5hex5udy3,2025dyo,SN Ia,0.039,,234.3680823,5.819814902188611,17.19116973876953,5.964105137893057,full_lightgbm_02_2025,svi,SN IIn,7.651410389155541,1.1498234366046498e+17,0.0541401997443576,,False,-21.72649629084264,0.9984706335836236,panstarrs,,,0.759,True,,,SN Ia,0.398,-19.01570393071492,,,,,,
ANT20252ea000vd0uj0,2025dhv,SN Ia,0.04066,,225.8662894667251,10.60352921598465,17.0164852142334,5.977496337880439,early_lightgbm_02_2025,svi,SLSN-I,12.433967853995812,1.2072225866901066e+17,0.0367329807223007,,False,-21.494269397293543,0.0917109746182281,panstarrs,,,0.696,False,,,SN Ia,0.564,-19.281779700106792,,,,,,
ANT20251x7ndondxrb4,2025fmz,---,,,82.86916922923757,7.163298096582977,17.408437728881836,0.2866861380534828,early_lightgbm_02_2025,svi,SLSN-I,11.949984068555402,1.1659082867563986e+17,0.2210766375404401,,False,-21.299045482809102,0.5889827373056539,panstarrs,,,0.536,True,,,SN Ia,0.333,-22.64298316790544,,,,,,
ANT20250vkk88x9j3av,2025emr,---,,,112.8123742,21.10804327201637,18.42508888244629,2.254116637901461,early_lightgbm_02_2025,svi,SN IIn,5.332301131598704,9906629207201680.0,0.064121,,False,-18.58875197608037,0.99949426781292,decals,,,0.444,True,,,SN II,0.349,-18.874363524509487,,,,,,
ANT20252qv191mf4u2k,2025eum,SN Ia,0.065,,149.81005332952077,28.30182178744132,18.04827690124512,0.2129477381604374,early_lightgbm_02_2025,svi,SN IIn,3.691300301962346,9906631707199856.0,0.104758,,False,-18.510552727790223,0.998794110574864,decals,,,0.439,True,,,SN Ia,0.569,-19.28117783270853,,,,,,
ANT2025jirh0djhiqel,2025fpz,---,,,117.18533482127958,66.19744023364251,17.069440841674805,0.1780980220282799,early_lightgbm_02_2025,svi,SLSN-I,38.63609757240234,1.8742117166783843e+17,0.0952904954254885,,False,-21.328871268305228,0.7299276672155175,panstarrs,,,0.756,True,,,SN Ibc,0.478,-21.105179174333827,,,,,,
ANT20255xmfem0cmozn,---,---,,,118.62972299999994,-6.912980750000159,14.127507209777832,9.228271621766908,full_lightgbm_02_2025,svi,SN IIn,9.61627129974262,9.970118631907667e+16,0.1278375116835435,,False,-20.108147846533488,0.9159554938374824,panstarrs,,,0.543,True,,,SN Ibc,0.6,-24.699525609974323,,,,,,
ANT202591u1iz7oh3z0,2025fed,---,,,222.3480209980223,-6.64783515501351,18.35944557189941,0.0416976218330091,early_lightgbm_02_2025,svi,SLSN-I,3.922587455118877,9906618931613344.0,0.047598,,False,-21.053911369303847,0.9999061815560114,decals,,,0.438,True,,,SN Ia,0.331,-18.28455451056517,,,,,,
ANT2025evohk94wsq49,2025dyv,SN Ia,0.038,,101.17865197274485,77.72600004920525,17.259429931640625,3.2616165220024413,early_lightgbm_02_2025,svi,SN Ibc,11.000190359699666,9907742164189764.0,0.049255,,False,-21.27198610071038,0.9986021861076848,decals,,,0.409,True,,,SN Ia,0.379,-18.890508393240367,,,,,,
ANT2025iw9e26bzlxlx,2025fwb,---,,,287.6644021162723,37.16985819783163,15.374244689941406,7.995689521332679,full_lightgbm_02_2025,svi,SN IIn,5.862505644198766,1.526028766252252e+17,0.0921931512213045,,False,-22.648166587082244,0.9574119901165744,panstarrs,,,0.752,True,,,SN Ia,0.371,-22.727189932107,,,,,,
ANT2025siz9fptwdok4,2025fwc,---,,,268.9959593502925,7.710316413981161,17.292877197265625,10.980087721509337,full_lightgbm_02_2025,svi,SN IIn,7.599224307392326,1.17252689938253e+17,0.2156353950973031,,False,-22.09115000977617,0.0731780058924122,panstarrs,,,0.746,True,,,SN Ia,0.435,-22.702622773436808,,,,,,
ANT2025lpnbdv0gg15d,2025eqm,SN Ia,0.065,,279.24366741763885,30.70701530581377,17.710346221923828,7.994277521291224,early_lightgbm_02_2025,svi,SLSN-I,10.520897080233658,1.4485279240465014e+17,0.0675254268383541,,False,-21.57984500837753,0.9573236010150884,panstarrs,,,0.556,True,,,SN II,0.346,-19.61910851202981,,,,,,
ANT2025ligvy1kcapke,2025fbc,---,,,281.3833603405634,23.82471252104125,16.31990623474121,10.948525221341695,full_lightgbm_02_2025,svi,SN IIn,5.481125949377854,1.36592813829892e+17,0.1182924117854229,,False,-22.745284588899366,0.9929783455455315,panstarrs,,,0.482,True,,,SN Ia,0.419,-22.33452922943297,,,,,,
ANT20251v25arvi9yvg,2025fae,---,,,281.9505958346305,44.42404946431108,18.149375915527344,2.325069838414493,early_lightgbm_02_2025,svi,SN IIn,2.03952948213584,9907736179512004.0,0.056321,,False,-19.41026686224564,0.9990632856036824,decals,,,0.387,True,,,SN Ia,0.481,-18.864507010196007,False,0.056321,0.744,,,
ANT2025utyzppwyovkp,2025fax,---,,,281.0539454963832,46.23049076350181,18.18577003479004,2.325069838414493,early_lightgbm_02_2025,svi,SLSN-I,6.096196923097245,9907736644424512.0,0.067951,,False,-19.77299146632392,0.9973715924630202,decals,,,0.489,True,,,SN Ia,0.411,-19.24155721461856,False,0.067951,,0.932,,
