time,lsst_diaSource_psfFlux,lsst_diaSource_psfFluxErr,ant_passband,ant_mag,ant_magerr
2026-02-20 04:35:03.440569,5369.51171875,137.04580688476562,r,22.075163013634736,0.027711196480956737
2026-02-20 04:35:43.661222,5217.68798828125,136.1114501953125,r,22.106304736920073,0.02832310588350533
2026-02-20 04:36:23.905365,5297.46044921875,142.93223571777344,r,22.089830692607183,0.029294546817937268
2026-02-20 04:37:04.207832,5223.27490234375,135.53773498535156,r,22.105142791319267,0.02817355562091457
2026-02-20 04:37:44.847174,5320.86328125,145.732177734375,r,22.08504475015179,0.029737035740427104
2026-02-20 04:38:24.850977,5360.7626953125,146.96060180664062,r,22.076933543118116,0.02976450462805112
2026-02-25 03:33:39.065579,1805.5316162109375,139.3538818359375,g,23.258487255872268,0.083798895253013
2026-02-25 03:34:19.204737,1555.0452880859375,135.0294952392578,g,23.420642395886407,0.09427790483962784
2026-02-25 03:34:59.475611,1647.343505859375,136.32029724121094,g,23.358039579573674,0.08984639914609717
2026-02-25 03:35:39.797095,1612.352783203125,129.898681640625,g,23.381349820974012,0.08747198694779004
2026-02-25 03:36:19.964655,1574.0079345703125,134.17869567871094,g,23.407482706734925,0.09255523088920735
2026-02-25 03:36:57.766213,1512.225341796875,136.3568878173828,g,23.45095872081886,0.09790049523674843
2026-02-25 03:37:38.057430,1956.2735595703125,139.437744140625,g,23.171426037080693,0.07738826013501407
