time,lsst_diaSource_psfFlux,lsst_diaSource_psfFluxErr,ant_passband,ant_mag,ant_magerr
2026-02-24 04:06:29.214096,2408.14208984375,448.80096435546875,i,22.94579472894406,0.20234663801034755
2026-02-24 04:11:09.035826,2888.823974609375,245.2052459716797,g,22.7481973007935,0.0921579907561084
2026-02-24 04:12:29.825477,2668.84326171875,261.6600341796875,g,22.834192327773145,0.10644827911856403
2026-02-24 04:15:11.935660,2815.92724609375,271.883056640625,g,22.77594642516376,0.10482986677462047
2026-02-24 04:16:32.765991,2627.096923828125,264.20635986328125,g,22.851309760262446,0.10919216867450716
2026-02-24 04:17:13.359585,2962.046142578125,264.24554443359375,g,22.72102045087145,0.09685904294787961
2026-02-24 04:17:53.826027,3168.0,292.0365905761719,g,22.648037067706362,0.10008671070160244
2026-02-24 04:18:34.264126,2860.945556640625,276.9864807128906,g,22.75872601668531,0.10511708258148483
2026-02-24 04:19:14.556549,3111.884033203125,290.8286437988281,g,22.66744148926241,0.10147010125826318
2026-02-24 04:19:56.874594,2765.3251953125,265.0324401855469,g,22.7956344735336,0.10405840015945153
2026-02-24 04:20:37.163642,2752.0888671875,234.0503692626953,g,22.80084386622029,0.09233602979732723
2026-02-24 04:23:17.416781,3189.584228515625,357.9718017578125,r,22.640664811972734,0.12185379585722166
2026-02-24 04:24:38.310761,2427.082763671875,389.3171691894531,r,22.937288534867374,0.17415794469383863
2026-02-24 04:25:58.842985,2346.25732421875,350.17376708984375,r,22.97406089662141,0.1620437506839028
2026-02-24 04:26:38.998190,2299.839111328125,339.81689453125,r,22.995756361593383,0.16042491997102726
2026-02-24 04:27:19.322400,2973.717529296875,354.4331970214844,r,22.71675071772438,0.12940736649771384
2026-02-24 04:27:59.831668,2071.08203125,341.316650390625,r,23.1095067481627,0.17893054887459542
2026-02-24 04:28:40.273712,2652.544677734375,332.492431640625,r,22.84084323097928,0.13609537809882813
2026-02-24 04:29:20.593999,2727.9462890625,336.44793701171875,r,22.810410462048985,0.13390795401449945
2026-02-24 04:30:41.766861,2833.907958984375,350.8600769042969,r,22.76903564770756,0.13442267491134036
2026-02-24 04:32:59.748383,3172.64794921875,405.7753601074219,r,22.64644529106492,0.13886350030607164
2026-02-24 04:52:39.383939,3324.990478515625,278.3213806152344,g,22.595523985025533,0.09088254581322325
2026-02-24 04:56:41.727026,3163.44677734375,236.48655700683594,g,22.649598669568395,0.08116527160179199
2026-02-24 04:57:22.107579,2827.09130859375,231.29425048828125,g,22.77165041140971,0.08882788502237546
2026-02-24 04:58:02.414833,2839.953125,250.03221130371094,g,22.7667220704122,0.09558926229395907
2026-02-24 04:58:42.769880,2985.438720703125,224.61578369140625,g,22.712479596864203,0.08168765509159194
2026-02-24 04:59:23.082661,3139.585205078125,236.8349609375,g,22.657819315362524,0.08190263198667432
2026-02-24 05:00:03.520757,3040.667236328125,225.80992126464844,g,22.692577763626854,0.08063033138959194
2026-02-24 05:00:44.023890,2537.62890625,236.18197631835938,g,22.888929718163705,0.10105154538892497
2026-02-24 05:01:38.945071,2843.088134765625,252.38259887695312,g,22.765524192798964,0.0963814387956868
2026-02-24 05:02:19.163940,2584.739501953125,241.67640686035156,g,22.86895804976654,0.10151770596838207
2026-02-24 05:05:06.807476,2372.708740234375,373.5524597167969,r,22.96188892486587,0.17093519445244515
2026-02-24 05:06:27.568482,2509.0751953125,376.8507080078125,r,22.90121580743495,0.1630722180974159
2026-02-24 05:07:48.051908,2904.534912109375,360.87652587890625,r,22.74230849749139,0.13489826132250257
2026-02-24 05:09:08.768852,3192.109130859375,353.5592956542969,r,22.639805673848493,0.12025658023706357
2026-02-24 05:09:49.126158,2572.8662109375,340.5927429199219,r,22.873956991297156,0.14372837207547293
2026-02-24 05:10:29.599781,2290.521484375,343.4993591308594,r,23.000164075806023,0.16282304840347453
2026-02-24 05:11:10.029354,2981.121826171875,337.3157043457031,r,22.7140506894445,0.122851696105258
2026-02-24 05:11:50.260720,2643.59130859375,330.3438720703125,r,22.844514211602274,0.13567388452245951
2026-02-24 05:12:30.583211,2781.94580078125,339.30902099609375,r,22.789128338493754,0.13242532927601897
2026-02-24 05:13:10.770639,3248.265380859375,360.0077209472656,r,22.620871241115147,0.1203329687679326
2026-02-24 05:14:42.347867,3647.59375,357.7334289550781,r,22.494983842771028,0.10648228999427319
2026-02-25 08:00:04.561658,3663.058349609375,404.82391357421875,i,22.490390408285712,0.11999043901833464
2026-02-25 08:06:06.125754,3215.671142578125,393.13726806640625,i,22.63182092924487,0.1327385004416785
2026-02-25 08:07:27.020375,3073.986083984375,367.5552062988281,i,22.680745257235834,0.12982101539273247
2026-02-25 08:10:49.056736,4115.89501953125,362.9387512207031,i,22.363839277327294,0.09573998861489408
2026-02-25 08:17:47.546505,3438.862548828125,375.48126220703125,i,22.558962956401967,0.11854896635091702
2026-02-25 08:19:07.976033,4573.4404296875,413.1186218261719,i,22.249392433366275,0.09807449150640954
2026-02-25 08:34:12.590996,3838.48388671875,245.5546112060547,g,22.43960069536318,0.0694564675793452
2026-02-25 08:34:52.600998,4011.852294921875,262.1988220214844,g,22.391637662135796,0.07095943045410708
2026-02-25 08:35:33.167912,4133.05322265625,245.72740173339844,g,22.35932250533124,0.06455158503660184
2026-02-25 08:36:13.620356,4842.5126953125,251.90003967285156,g,22.18732308011173,0.05647832236300923
2026-02-25 08:37:34.250564,4097.31103515625,235.28465270996094,g,22.36875266656041,0.06234749172792681
2026-02-25 08:38:14.471258,4473.8388671875,260.4683532714844,g,22.273299154505217,0.06321191480871653
2026-02-25 08:40:20.634971,3783.128662109375,265.07379150390625,g,22.455372220853558,0.07607465621003459
2026-02-25 08:42:21.644695,3506.26318359375,231.06417846679688,g,22.537888721109923,0.0715504601474213
2026-02-25 08:43:02.090479,3774.82275390625,249.65548706054688,g,22.457758589429794,0.07180734532175398
2026-02-25 08:43:42.213890,4132.10400390625,237.0850067138672,g,22.359571889859417,0.06229557028362009
2026-02-25 08:44:22.674335,4027.344970703125,229.33590698242188,g,22.38745292098013,0.06182691055104377
2026-02-25 08:45:02.942024,3884.443115234375,238.68533325195312,g,22.426678085218306,0.06671466157917173
2026-02-25 08:45:43.347190,4285.42138671875,217.8495635986328,g,22.320016168349103,0.05519344238184656
2026-02-25 08:46:23.627268,3954.98974609375,225.45547485351562,g,22.407136595346657,0.06189274494356564
2026-02-25 08:47:44.292139,3798.15869140625,224.65892028808594,g,22.451067234751658,0.06422067725357078
2026-02-25 08:50:41.097159,3938.128173828125,260.11505126953125,g,22.411775382581848,0.07171334098334323
2026-02-25 08:52:02.035586,4036.200439453125,240.0096435546875,g,22.385068186621176,0.06456249222690374
2026-02-25 08:52:42.683855,3982.953369140625,227.23806762695312,g,22.39948694527687,0.06194413397691685
2026-02-25 08:54:03.322325,3782.854736328125,243.9311981201172,g,22.455450838826287,0.07001192266931043
2026-02-25 08:54:43.888722,3773.438232421875,221.88905334472656,g,22.458156886500188,0.0638444208748196
2026-02-25 08:55:24.189928,3931.793701171875,240.8662872314453,g,22.41352319352468,0.0665134715676729
2026-02-25 08:56:04.742342,3711.635986328125,220.17462158203125,g,22.476086558019365,0.06440598132496894
2026-02-25 08:56:45.031851,4158.6171875,234.3180694580078,g,22.352627639583076,0.06117601115204575
2026-02-25 08:58:05.585759,4277.279296875,238.3442840576172,g,22.32208097587111,0.060500846551586177
2026-02-25 08:58:45.822520,4665.9609375,261.6523742675781,g,22.22764725338589,0.06088466226111305
2026-02-25 09:00:54.126915,3884.90380859375,259.4976501464844,g,22.426549324985288,0.07252328698343825
2026-02-25 09:01:34.522354,3916.935546875,244.89234924316406,g,22.417633936758897,0.06788176283720211
2026-02-25 09:02:14.893717,4300.98486328125,229.33668518066406,g,22.316080214705792,0.0578935174372832
2026-02-25 09:02:55.267638,3960.752685546875,223.98826599121094,g,22.405555686627203,0.061400493576657986
2026-02-25 09:04:15.680076,3645.8974609375,240.84536743164062,g,22.495488874566867,0.07172295380506022
