time,lsst_diaSource_psfFlux,lsst_diaSource_psfFluxErr,ant_passband,ant_mag,ant_magerr
2025-11-23 05:33:00.218019,913.9896240234375,131.0439910888672,r,23.997646836308046,0.15566829403911955
2025-11-23 06:26:26.750041,764.3912963867188,144.143798828125,r,24.19171066652536,0.20474087266411078
2025-12-15 03:39:42.161239,1952.3507080078125,196.5825653076172,i,23.17360541432742,0.10932298562101134
2025-12-17 04:40:51.412032,2083.4150390625,197.98538208007812,i,23.10306051305716,0.10317670426049164
2025-12-17 05:17:51.600128,2176.751708984375,190.4088134765625,i,23.055477764751018,0.09497350646068815
2025-12-17 05:24:25.082726,1931.2161865234375,179.69219970703125,i,23.18542276796102,0.10102355619013668
2025-12-19 07:43:33.396969,1576.9298095703125,168.20697021484375,r,23.40546909260467,0.11581263563321909
2025-12-19 07:44:13.574976,1527.3980712890625,157.33242797851562,r,23.440119405338272,0.11183824076365946
2025-12-19 07:53:09.071353,1537.8853759765625,167.3992462158203,r,23.43269008207117,0.11818268455171675
2025-12-25 03:52:16.672706,863.04541015625,111.1329116821289,g,24.0599158819129,0.13980843224880826
2025-12-25 03:52:56.640343,797.1296997070312,105.59542846679688,g,24.1461775237233,0.14382700805839427
2026-01-01 05:25:41.829369,2068.683837890625,299.75982666015625,i,23.11076469642831,0.15732713263173878
2026-01-02 02:35:58.080050,1788.15234375,283.1182861328125,i,23.268988709331907,0.17190468952931795
2026-01-04 03:10:52.862737,1948.082763671875,300.2284851074219,r,23.17598149050894,0.16732807356008172
2026-01-04 03:28:05.553230,2531.08740234375,368.458740234375,z,22.891732144314744,0.15805419989115835
2026-01-05 01:57:00.224732,2426.46142578125,235.0505828857422,i,22.93756652102371,0.10517493708204485
2026-01-06 03:43:21.431426,3232.243408203125,325.1025695800781,z,22.62623985391827,0.1092045324176921
2026-01-17 04:23:33.099224,2416.604248046875,260.06402587890625,i,22.941986163556734,0.11684202271848636
2026-01-29 02:01:10.000373,2746.93212890625,312.0172119140625,i,22.80288017744572,0.12332608436804557
2026-02-17 02:21:48.358651,1174.64013671875,144.8251190185547,r,23.72523790917181,0.1338638704412832
2026-02-19 01:08:31.268724,2042.6566162109375,223.67823791503906,i,23.124511587357812,0.11889201503253626
2026-02-19 01:09:46.553006,2108.91845703125,217.50193786621094,i,23.089850530672628,0.11197669960119233
2026-02-19 01:20:50.585974,2527.111328125,221.1925048828125,i,22.89343906365552,0.09503210566927973
2026-02-19 01:22:05.764530,2114.2138671875,221.0750732421875,i,23.087127707375828,0.11353118750843527
2026-02-19 01:24:38.101712,1960.861572265625,218.54791259765625,i,23.168882661066608,0.12101077635349121
2026-02-19 01:25:52.813290,1974.5657958984375,255.1011199951172,i,23.161320975634574,0.14027008997541296
2026-02-19 01:54:23.320918,2851.033203125,425.8564453125,z,22.762494312171803,0.16217550893429902
2026-02-19 01:58:18.647549,2891.783203125,409.53802490234375,z,22.74708567299405,0.15376334587637847
2026-02-19 02:03:18.596628,3113.580810546875,380.6392822265625,z,22.666849645059486,0.1327326556826827
2026-02-19 02:04:33.478063,3037.7255859375,376.1455383300781,z,22.693628652134255,0.13444098805822977
2026-02-19 02:07:09.149773,3127.028564453125,399.13494873046875,z,22.66217037897796,0.13858372428930393
