ANTID,Unnamed: 0,TNS_Name,Spec_Class,Superphot_Class,Superphot_Class_Prob
ANT202491e4bka6qq62,,No TNS,---,SN Ibc,0.315
ANT2024qpvt574drq25,,2024hlm,---,SN Ibc,0.366
ANT2024m3m4rn1a1siz,,2024ahv,SN Ib,SN Ibc,0.654
ANT2024zpg2dxzxabqf,,No TNS,---,SN Ibc,0.384
ANT2024umpx8msokzc9,,2024hvg,---,SN Ibc,0.335
ANT2024nn6yk923zxr7,,2024gqt,---,SN Ibc,0.471
ANT20249je5f6e551zn,,2021jhq,---,SN Ibc,0.299
ANT2023n3xr92hj9vrx,,2023zvq,SN Ia,SN Ibc,0.71
ANT2024dszoyi9mtuvc,,2024hpk,---,SN Ibc,0.463
ANT2024wj4lkeml385c,,2024ian,---,SN Ibc,0.394
ANT20248qc7wz0my2ix,,2024hjw,---,SN Ibc,0.45
ANT202450op9n560j87,,2024ham,---,SN Ibc,0.644
ANT2024o916cdftswwv,,2024hpb,---,SN Ibc,0.327
ANT20249esxhofcjxul,,2024ifc,---,SN Ibc,0.302
ANT2024726rd30p1tdb,,No TNS,---,SN Ibc,0.434
ANT2024glhxupbloa4a,,2024gth,---,SN Ibc,0.7
ANT20244zxbb3o17k86,,2024hvf,---,SN IIn,0.373
ANT2024w1pdgsdebs3f,,No TNS,---,SN IIn,0.469
ANT2024vy4yckaawht1,,No TNS,---,SN IIn,0.34
ANT20244pqdyo0w37o8,,2024ibg,---,SN IIn,0.343
ANT2024gzjxbspn8xye,,No TNS,---,SN IIn,0.344
ANT20248w5ig0ez8fzk,,2024ezb,SN IIn,SN IIn,0.435
ANT2024xkyirkgrjfar,,No TNS,---,SN IIn,0.391
ANT2024qttxa3q6jpwn,,2024etq,SN IIP,SN IIn,0.436
ANT2024ez9j9ikdh88f,,2024grw,SN II,SN IIn,0.276
ANT2024c0lrqeykmg89,,2024bwy,SN II,SN IIn,0.669
ANT2024ii39eh2cgvrq,,2024fof,SN IIn,SN IIn,0.444
ANT2024m0wbs1ia2c5o,,No TNS,---,SN IIn,0.263
ANT2024bejxfedvclyo,,No TNS,---,SN IIn,0.298
ANT2024i2akrz97x97j,,No TNS,---,SN IIn,0.488
ANT2024vak3smzrlmib,,No TNS,---,SN IIn,0.44
ANT2024p9dzlgo8ajai,,No TNS,---,SN IIn,0.284
ANT2024prxa6hzrd6pm,,No TNS,---,SN IIn,0.437
ANT2024mg5m4ddvhmgo,,No TNS,---,SN IIn,0.464
ANT2024v6qqgaxq5yt8,,2024huw,---,SN IIn,0.371
ANT2024o0gy8ubgf7n9,,No TNS,---,SN IIn,0.326
ANT2024hvwm5ff1pf5l,,No TNS,---,SN IIn,0.353
ANT2024lz1as6boeddb,,No TNS,---,SN IIn,0.475
ANT2024876nfp5425lh,,2024hfe,---,SN IIn,0.546
ANT202498cobwiimsd9,,2024ibv,---,SN IIn,0.313
ANT202469as6f5lnl5k,,2024hrg,---,SN IIn,0.366
ANT2024bavbhit16azt,,2024etj,---,SN IIn,0.496
ANT2024qv88xptuuws8,,No TNS,---,SN IIn,0.381
ANT2024aaouo6rr6jw1,,2024enb,---,SN IIn,0.603
ANT2024yxrnynv4uil1,,No TNS,---,SN IIn,0.323
ANT20245ma5igel0ef3,,No TNS,---,SN IIn,0.295
ANT20244csfg7z11hwf,,No TNS,---,SN IIn,0.618
ANT2024xgsezyu3wx68,,No TNS,---,SN IIn,0.319
ANT2024howh5srmv6wr,,2024iaj,---,SN IIn,0.329
ANT2024tba2a9lrj4pv,,2024ijf,---,SN IIn,0.357
ANT2024hdlay09y3oyd,,2024iit,---,SN IIn,0.37
ANT20242e9cit8g7fr5,,No TNS,---,SN IIn,0.701
ANT2024qkwkydl57cu5,,2024hxe,---,SN IIn,0.286
ANT2023pwikneh2y4jj,,No TNS,---,SN IIn,0.849
ANT2024b2za8x61v0sf,,No TNS,---,SN IIn,0.512
ANT2024k2ikroisjaio,,2024icr,---,SN IIn,0.335
ANT2024h2x0cgn3fox5,,No TNS,---,SN IIn,0.459
ANT2024yxnbo1ub9u9a,,2024iiu,---,SN IIn,0.38
ANT2024phrqpegyujab,,No TNS,---,SN IIn,0.45
ANT2024479nbyym26g0,,No TNS,---,SN IIn,0.349
ANT2024orcifafm2lb4,,2024htl,---,SN IIn,0.316
ANT2024pet5v5cycdpo,,2024iis,---,SN IIn,0.25
ANT2024lcjwz5zho8ao,,2024gdd,---,SN IIn,0.402
ANT2024k83ofzerlvnm,,No TNS,---,SN IIn,0.816
ANT2024ypd78ucws0z7,,2024fub,---,SN IIn,0.314
ANT2024j7gluz6g5k36,,2024gqm,---,SN IIn,0.433
ANT2024mdcxgb6ucazq,,2024hwd,---,SN IIn,0.252
ANT2023i9a1m78v8iix,,No TNS,---,SN IIn,0.519
ANT2024nvzixxn9sgqb,,No TNS,---,SN IIn,0.361
ANT2024xxlrgx8dok32,,2024iaz,---,SN IIn,0.362
ANT202328bh61ki75zd,,2023xix,SN IIn,SN IIn,0.655
ANT20247cy6qxooi9z6,,No TNS,---,SN IIn,0.795
ANT2024gtzqjxnma3dz,,2024gro,---,SN IIn,0.419
ANT202478303wq0q5vn,,No TNS,---,SN IIn,0.48
ANT2024nl77aj07e8fm,,2023ysa,SN Ib,SN IIn,0.621
ANT20242zo6gty87wm1,,No TNS,---,SN Ibc,0.428
ANT2024m5eefw07y82b,,2024gzu,---,SN Ibc,0.492
ANT202431q6xeekzwl0,,2024hjs,---,SN Ibc,0.641
ANT2024f9qp2tvi79qh,,2024igu,---,SN Ibc,0.363
ANT20249ir79nkgk0sm,,No TNS,---,SN Ibc,0.475
ANT2024kgnpg4tka1jw,,2024hyq,---,SN Ibc,0.314
ANT2024jjv47x6p3bde,,2024hca,---,SN Ibc,0.483
ANT2024yzm8oqau8bd9,,2024gur,---,SN Ibc,0.506
ANT2024urh8l2k1z55x,,No TNS,---,SN Ibc,0.354
ANT2024shug7lqvvi3c,,No TNS,---,SN Ibc,0.379
ANT2024zu6b0aflz03c,,No TNS,---,SN Ibc,0.633
ANT2024ilbxq57zxfmd,,2024hju,---,SN Ibc,0.674
ANT20245hpimf56qxnf,,2024hlr,---,SN Ibc,0.361
ANT2024j11fufrw1w77,,2024ihp,---,SN Ibc,0.416
ANT2024llj8593mjrm3,,2024hsk,---,SN Ibc,0.388
ANT202450op9n560j87,,2024ham,---,SN Ibc,0.704
ANT2024jxrtoy6m88h1,,No TNS,---,SN Ibc,0.31
ANT20248t6niipug2qc,,2024hzc,---,SN Ibc,0.283
ANT2024rgnfcvqwtmaa,,2024igz,---,SN Ibc,0.31
ANT20242j9d9dm3913j,,2024ehs,SN II,SN Ibc,0.698
ANT20246nc4sndn4acv,,2018mni,SN Ia,SN Ibc,0.711
ANT2024i44bv6nkqybj,,2024hyu,---,SN Ibc,0.435
ANT20246k9lyzg5np1d,,2024hjr,SN Ia,SN IIn,0.462
ANT20241arxvv6kdxn5,,No TNS,---,SN IIn,0.485
ANT2024py2m3hf8uc2t,,2024hzh,---,SN IIn,0.3
ANT2024gmj0xhpjfugo,,2024hpi,---,SN IIn,0.399
ANT2024tuqqsjpalc6c,,2024hvy,SN Ia,SN IIn,0.36
ANT20237fih1ekxpupl,,No TNS,---,SN IIn,0.711
ANT202495h4naz7kxbx,,2024hzu,---,SN IIn,0.251
ANT2023wgp08m6yqw2f,,No TNS,---,SN IIn,0.647
ANT2024c11hc8zo2w8z,,No TNS,---,SN IIn,0.342
ANT2024xr9qk3i54wgs,,2024hnh,---,SN IIn,0.325
ANT2024iwfkyjpb1mi6,,No TNS,---,SN IIn,0.327
ANT2024clcoxco1jbaj,,2024ien,---,SN IIn,0.317
ANT20244jset6c87zq6,,2021vnm,---,SN IIn,0.585
ANT2024sngj79mj21kn,,No TNS,---,SN IIn,0.495
ANT2024fv1i5zldyacj,,No TNS,---,SN IIn,0.414
ANT20249uqr83pkb18u,,2024hxw,---,SN IIn,0.444
ANT2024dbnzfnkuakfd,,2024iey,SN Ia,SN IIn,0.314
ANT20242zizq2pnec79,,2024bcm,SN IIn,SN IIn,0.47
ANT2024tgvkdxfr0xq3,,2024cui,SN IIn,SN IIn,0.43
ANT202480e9j7gqlmot,,2024hpa,---,SN IIn,0.314
ANT20243505cr71arg7,,No TNS,---,SN IIn,0.316
ANT2024v8d0sxll8y5g,,No TNS,---,SN IIn,0.317
ANT2024iaucccqhjr3q,,2024icz,---,SN IIn,0.329
ANT2024j18yrqwlxnwr,,2024hkm,---,SN IIn,0.283
ANT2024etiqi2lvvy2g,,2024igq,---,SN IIn,0.245
ANT20249jvwpv1ed6fh,,No TNS,---,SN IIn,0.365
ANT2024uchn2jkyy9dq,,2024hlf,SN Ia,SN IIn,0.327
ANT20243fsig0l75sle,,2024hlh,---,SN IIn,0.381
ANT20246neul3bx4c7m,,2024ihf,---,SN IIn,0.281
ANT2024svemo5z6o04v,,2024fjc,---,SN IIn,0.638
ANT2024x1t01b4xf9kq,,2024hpr,---,SN IIn,0.344
ANT2023dz1q73v37uza,,2023aaau,---,SN IIn,0.329
ANT2023776fvcdoqr7o,,2023acmk,---,SN IIn,0.496
ANT2024q4uece640tn4,,2024ikp,---,SN IIn,0.334
ANT202452r68y29fxgv,,2024hvs,---,SN IIn,0.297
ANT2024bowsvbaiflks,,2024wp,SN II,SN IIn,0.486
ANT20245itgh5zu4wbz,,2024aqw,---,SN IIn,0.851
ANT2024lb1v0vsh0fkk,,2024gbc,SN IIn,SN IIn,0.566
ANT2024iqha92fcsiye,,2024hmz,---,SN IIn,0.283
ANT2024x79wyk7t5ozw,,2024ecr,SN II,SN IIn,0.292
ANT2024vm38g3lxrf4c,,2024hsz,---,SN IIn,0.284
ANT2024z8zgikjxmc8v,,2024hpv,---,SN IIn,0.291
ANT2024l6ys74lbrpm7,,No TNS,---,SN IIn,0.315
ANT2024ucqz1r7q0wq4,,No TNS,---,SN IIn,0.9
ANT202348xqm7c73j1b,,2023zqi,---,SN IIn,0.813
ANT2024a3ga043zzr8p,,2024gxb,---,SN IIn,0.281
ANT2024p6v9dxzny8z9,,No TNS,---,SN IIn,0.478
ANT2024p8h7bky5cm8c,,No TNS,---,SN IIn,0.516
ANT2024nn5f1vp858r8,,2024gbn,---,SN IIn,0.438
ANT2024ilryqiwfe1ww,,No TNS,---,SN IIn,0.308
ANT2024vybm4z3h8zix,,No TNS,---,SN IIn,0.396
ANT2024diswekuzm6s4,,No TNS,---,SN Ibc,0.387
ANT2024hikvherfg1cw,,2024hcu,---,SN Ibc,0.389
ANT2024sx2dolreluc9,,2024hxf,---,SN Ibc,0.388
ANT2024r32ekzm2k3kr,,2024iir,---,SN Ibc,0.518
ANT2024fg614kxzyul8,,No TNS,---,SN Ibc,0.291
ANT2024oayluqswt6nm,,No TNS,---,SN Ibc,0.407
ANT20242vuxcnsa2uup,,No TNS,---,SN Ibc,0.263
ANT2024i14zyqi47yev,,2024hzv,---,SN Ibc,0.538
ANT2024173nppvic9gq,,No TNS,---,SN Ibc,0.465
ANT2024dszoyi9mtuvc,,2024hpk,---,SN Ibc,0.613
ANT2024a5fdoq9k11rc,,No TNS,---,SN Ibc,0.292
ANT20244fqy0kso7kb4,,2024hay,SN Ia,SN Ibc,0.456
ANT2024843sljyjfmns,,2024ifp,---,SN Ibc,0.491
ANT2024nn6yk923zxr7,,2024gqt,---,SN Ibc,0.534
ANT2024m3m4rn1a1siz,,2024ahv,SN Ib,SN Ibc,0.582
ANT2024lhmz7ns2z8tw,,2024gry,SN Ib,SN Ibc,0.478
ANT202450op9n560j87,,2024ham,---,SN Ibc,0.671
ANT2024nztabai734xs,,No TNS,---,SN Ibc,0.401
ANT2024i2akrz97x97j,,No TNS,---,SN Ibc,0.358
ANT2024umpx8msokzc9,,2024hvg,---,SN Ibc,0.379
ANT20246szulg829pm2,,2024hme,---,SN Ibc,0.343
ANT20249je5f6e551zn,,2021jhq,---,SN Ibc,0.315
ANT2023n3xr92hj9vrx,,2023zvq,SN Ia,SN Ibc,0.35
ANT2024acn7awj5awdd,,2024hly,---,SN Ibc,0.28
ANT2024itv3zo9xklul,,No TNS,---,SN Ibc,0.383
ANT2024ij0u0j93284u,,2024eca,SN Ic,SN Ibc,0.753
ANT2024o916cdftswwv,,2024hpb,---,SN Ibc,0.339
ANT20241sntoffbdro2,,2024gql,---,SN Ibc,0.602
ANT2024ac115gtvn8jw,,2024ica,---,SN Ibc,0.383
ANT2024z4111h3q4e8x,,2024hyg,---,SN IIn,0.355
ANT202464phq9zp9h1j,,No TNS,---,SN IIn,0.256
ANT2024ebqvvo4nfc37,,No TNS,---,SN IIn,0.359
ANT2024xo1spubdj5xe,,No TNS,---,SN IIn,0.462
ANT2024c3ti8o4qf58f,,No TNS,---,SN IIn,0.404
ANT20246k9lyzg5np1d,,2024hjr,SN Ia,SN IIn,0.347
ANT20243rsi81bljo1t,,No TNS,---,SN IIn,0.29
ANT2024v6qqgaxq5yt8,,2024huw,---,SN IIn,0.298
ANT20248w5ig0ez8fzk,,2024ezb,SN IIn,SN IIn,0.757
ANT2024n11rsi32ksqk,,No TNS,---,SN IIn,0.338
ANT2024to5q5yz6np4s,,No TNS,---,SN IIn,0.449
ANT2024g54p8taudmjp,,2024ibl,---,SN IIn,0.379
ANT2024gpuzx6hgpuoq,,No TNS,---,SN IIn,0.418
ANT2024urh8l2k1z55x,,No TNS,---,SN IIn,0.358
ANT2024cew5y05wv1y4,,2024igb,---,SN IIn,0.353
ANT2024x22z9htj0b4l,,No TNS,---,SN IIn,0.371
ANT2024ez9j9ikdh88f,,2024grw,SN II,SN IIn,0.267
ANT2024irkq84ngbc3o,,No TNS,---,SN IIn,0.533
ANT2024y8k3v11n22ab,,No TNS,---,SN IIn,0.354
ANT2024uqkehl2piojg,,No TNS,---,SN IIn,0.392
ANT2024ii39eh2cgvrq,,2024fof,SN IIn,SN IIn,0.477
ANT2024vak3smzrlmib,,No TNS,---,SN IIn,0.343
ANT20248dux1ovh26y3,,2024hqd,---,SN IIn,0.71
ANT2024gk5wekn2nbyg,,2024hdb,---,SN IIn,0.391
ANT20241xamnqg8vk5f,,No TNS,---,SN IIn,0.386
ANT2024j28r5a5sz1jb,,2024cmq,---,SN IIn,0.538
ANT2024632lvvju0ame,,No TNS,---,SN IIn,0.438
ANT2024uv462hm4hoj3,,No TNS,---,SN IIn,0.341
ANT20242vb5afy9hwim,,No TNS,---,SN IIn,0.409
ANT2024un0jgug5iad8,,No TNS,---,SN IIn,0.312
ANT2024etbhu3e2ik2b,,No TNS,---,SN IIn,0.324
ANT2024u0213nf0ur4o,,No TNS,---,SN IIn,0.364
ANT2024nzbxuo8pxuyn,,No TNS,---,SN IIn,0.286
ANT2024onvax3nkia82,,No TNS,---,SN IIn,0.416
ANT2024uqt8m3k5lmtc,,2024hte,---,SN IIn,0.301
ANT20243saf5jvggkvr,,2024hlt,---,SN IIn,0.257
ANT202469as6f5lnl5k,,2024hrg,---,SN IIn,0.325
ANT20246wcg1636x9n1,,2024fyt,---,SN IIn,0.463
ANT2024m3ij8a2z5rs0,,No TNS,---,SN IIn,0.433
ANT2024x3a2ijg29vwr,,No TNS,---,SN IIn,0.423
ANT2024orcifafm2lb4,,2024htl,---,SN IIn,0.437
ANT202491e4bka6qq62,,No TNS,---,SN IIn,0.313
ANT2024pet5v5cycdpo,,2024iis,---,SN IIn,0.322
ANT2024nxcud5lcgrrw,,No TNS,---,SN IIn,0.366
ANT2024px70lu9jqsfa,,No TNS,---,SN IIn,0.368
ANT20249esxhofcjxul,,2024ifc,---,SN IIn,0.299
ANT2024bavbhit16azt,,2024etj,---,SN IIn,0.519
ANT20243b0shjljyopw,,2024jc,---,SN IIn,0.452
ANT2024hrebb06uzx22,,2024hvz,SN Ia,SN IIn,0.358
ANT20247q1n7djeplaw,,No TNS,---,SN IIn,0.28
ANT2024howh5srmv6wr,,2024iaj,---,SN IIn,0.341
ANT2024tba2a9lrj4pv,,2024ijf,---,SN IIn,0.399
ANT2024lt8d7suu58fw,,2024ico,---,SN IIn,0.327
ANT2024k5l095m6d7hm,,2024hlo,SN Ia,SN IIn,0.344
ANT2024hdlay09y3oyd,,2024iit,---,SN IIn,0.368
ANT2024yxnbo1ub9u9a,,2024iiu,---,SN IIn,0.269
ANT2024kzkh53qc038i,,No TNS,---,SN IIn,0.291
ANT2024mdee6r9yzmsr,,No TNS,---,SN IIn,0.5
ANT2024ainb77dnh95x,,2024hlg,---,SN IIn,0.369
ANT2024bl026jysbt41,,No TNS,---,SN IIn,0.535
ANT20240it6gs0bsjv4,,2024atk,SN II,SN IIn,0.49
ANT2024jykzhoh5eiu9,,2024dxh,SN II,SN IIn,0.614
ANT20247taivueyq3oo,,No TNS,---,SN IIn,0.357
ANT2024mdcxgb6ucazq,,2024hwd,---,SN IIn,0.364
ANT20249vsnnkzit7dv,,2024igs,---,SN IIn,0.367
ANT2024q10d7tmepf3t,,No TNS,---,SN IIn,0.297
ANT20239g01bd9r0xer,,No TNS,---,SN IIn,0.983
ANT2024ibens2v2zq8f,,2024czk,---,SN IIn,0.523
ANT202465rn5ogis9sk,,2024ejz,SN IIn,SN IIn,0.742
ANT2024hr1cd3d66y35,,No TNS,---,SN IIn,0.384
ANT2024zev5woc1s7zf,,2024dsx,---,SN IIn,0.604
ANT2024y6py8gzwzl07,,No TNS,---,SN IIn,0.402
ANT20249gajbass310z,,No TNS,---,SN IIn,0.447
ANT2024nl77aj07e8fm,,2023ysa,SN Ib,SN IIn,0.583
ANT2024boysvwo10ubo,,No TNS,---,SN IIn,0.278
ANT2024f46wgxy2hzu5,,No TNS,---,SN IIn,0.654
ANT2024j7gluz6g5k36,,2024gqm,---,SN IIn,0.467
ANT2024g549d1w2jjyr,,2024alc,---,SN IIn,0.525
ANT2023oa8l2gusmicw,,No TNS,---,SN IIn,0.824
ANT2023v62wjgew2db9,,No TNS,---,SN IIn,0.4
ANT20242j3m6y8m2qgp,,2024fdt,---,SN IIn,0.682
ANT2023s0qq1e5nsdhs,,No TNS,---,SN IIn,0.466
ANT2023l3n9gy9rar0c,,No TNS,---,SN IIn,0.498
ANT2024thp6y2f7a90g,,2024gqd,SN Ic-BL,SN Ibc,0.91
ANT20233uw63zaskba1,,No TNS,---,SN IIn,0.595
ANT2024j0dwk2qr7r4c,,No TNS,---,SN IIn,0.952
ANT2023mp77bjyggecu,,No TNS,---,SN IIn,0.725
ANT20246k9lyzg5np1d,,2024hjr,SN Ia,SN IIn,0.543
ANT2024tgvkdxfr0xq3,,2024cui,SN IIn,SN IIn,0.732
ANT2024sngj79mj21kn,,No TNS,---,SN IIn,0.638
ANT2024yi5amno88nqw,,No TNS,---,SN IIn,0.578
ANT2024s68ru0nlwvcs,,No TNS,---,SN IIn,0.869
ANT2024v8d0sxll8y5g,,No TNS,---,SN IIn,0.546
ANT2024ldumjqx0zi6p,,2024gal,---,SN IIn,0.738
ANT20246hl5h5qst77m,,No TNS,---,SN IIn,0.534
ANT20245itgh5zu4wbz,,2024aqw,---,SN IIn,0.823
ANT2024w3psyzcljdnr,,No TNS,---,SN IIn,0.54
ANT202348xqm7c73j1b,,2023zqi,---,SN IIn,0.899
ANT2024wmcfpommo9gj,,2024fmi,---,SN IIn,0.679
ANT2024svemo5z6o04v,,2024fjc,---,SN IIn,0.777
ANT202417pzdreh5dpm,,No TNS,---,SN Ibc,0.563
ANT2024m1inrcv14iln,,2024gus,SN Ia,SN Ibc,0.554
ANT20242zo6gty87wm1,,2024iof,---,SN Ibc,0.58
ANT2024zu6b0aflz03c,,No TNS,---,SN Ibc,0.741
ANT2024mvv31s8oeg36,,2024ioo,---,SN Ibc,0.529
ANT2024yn9fosa0occd,,2024ieq,---,SN Ibc,0.522
ANT2024672tvgv8fke0,,2024ilz,---,SN Ibc,0.539
ANT202450op9n560j87,,2024ham,---,SN Ibc,0.667
ANT20242j9d9dm3913j,,2024ehs,SN II,SN Ibc,0.595
ANT20240rxlv3h3m2z0,,2024grl,SN Ia,SN Ibc,0.51
ANT20230qoxgvxr9iql,,2023ywa,SN II,SN IIn,0.72
ANT20249aet58kqq5fw,,No TNS,---,SN IIn,0.802
ANT2024i2545qmn2jw8,,No TNS,---,SN IIn,0.51
ANT2024xo1spubdj5xe,,No TNS,---,SN IIn,0.584
ANT2024gk5wekn2nbyg,,2024hdb,---,SN IIn,0.581
ANT202464phq9zp9h1j,,No TNS,---,SN IIn,0.659
ANT2024c0lrqeykmg89,,2024bwy,SN II,SN IIn,0.643
ANT2024ii39eh2cgvrq,,2024fof,SN IIn,SN IIn,0.502
ANT2024ttenjas81nkz,,2024hun,---,SN IIn,0.501
ANT2024aaouo6rr6jw1,,2024enb,---,SN IIn,0.667
ANT202477v5eqryb9zt,,No TNS,---,SN IIn,0.611
ANT20248w5ig0ez8fzk,,2024ezb,SN IIn,SN IIn,0.501
ANT2024h2x0cgn3fox5,,No TNS,---,SN IIn,0.544
ANT20241s21gdwmbj6d,,No TNS,---,SN IIn,0.501
ANT2024a04zsxvq7mld,,No TNS,---,SN IIn,0.644
ANT20249ozseisw0lxq,,No TNS,---,SN IIn,0.641
ANT202465rn5ogis9sk,,2024ejz,SN IIn,SN IIn,0.722
ANT2023pwikneh2y4jj,,No TNS,---,SN IIn,0.866
ANT2024g549d1w2jjyr,,2024alc,---,SN IIn,0.742
ANT2024hr1cd3d66y35,,No TNS,---,SN IIn,0.671
ANT2024duvtbp5mezh1,,No TNS,---,SN IIn,0.567
ANT2024rah4dhlfykdv,,No TNS,---,SN IIn,0.616
ANT2024zev5woc1s7zf,,2024dsx,---,SN IIn,0.641
ANT202328bh61ki75zd,,2023xix,SN IIn,SN IIn,0.623
ANT2024ql7ew49k0z7r,,2024ald,---,SN IIn,0.55
ANT2023oa8l2gusmicw,,No TNS,---,SN IIn,0.74
ANT202471ulevz1iync,,2024ezj,---,SN Ibc,0.586
ANT2024cw5k20pznzhe,,No TNS,---,SN Ibc,0.512
ANT2024ifht9uf75g97,,2024frf,SN II,SN Ibc,0.932
ANT2024z0g9y9k5z8hr,,2024gst,---,SN Ibc,0.602
ANT2024giyeak4zbl2d,,No TNS,---,SN Ibc,0.652
ANT2024thp6y2f7a90g,,2024gqd,SN Ic-BL,SN Ibc,0.924
ANT2024w35u85e2poge,,No TNS,---,SN Ibc,0.505
ANT2024qpvt574drq25,,2024hlm,---,SN Ibc,0.667
ANT2024m3m4rn1a1siz,,2024ahv,SN Ib,SN Ibc,0.666
ANT2024843sljyjfmns,,2024ifp,---,SN Ibc,0.524
ANT20244fqy0kso7kb4,,2024hay,SN Ia,SN Ibc,0.679
ANT2024ij0u0j93284u,,2024eca,SN Ic,SN Ibc,0.752
ANT2024nn6yk923zxr7,,2024gqt,---,SN Ibc,0.531
ANT2023n3xr92hj9vrx,,2023zvq,SN Ia,SN Ibc,0.676
ANT2024dszoyi9mtuvc,,2024hpk,---,SN Ibc,0.726
ANT2024vqphr7r6fy79,,2024ejy,SN Ia,SN Ibc,0.75
ANT2024v74rd1olnop3,,No TNS,---,SN Ibc,0.536
ANT2024v46qcn42x5v6,,2024fpb,SN II,SN Ibc,0.504
ANT2024lhmz7ns2z8tw,,2024gry,SN Ib,SN Ibc,0.7
ANT2024m5eefw07y82b,,2024gzu,---,SN Ibc,0.518
ANT2024m1inrcv14iln,,2024gus,SN Ia,SN Ibc,0.511
ANT2024ilbxq57zxfmd,,2024hju,---,SN Ibc,0.669
ANT2024e8uiq3f3dhmk,,2024hse,---,SN Ibc,0.55
ANT20242j9d9dm3913j,,2024ehs,SN II,SN Ibc,0.588
ANT20246k9lyzg5np1d,,2024hjr,SN Ia,SN IIn,0.676
ANT20244pqdyo0w37o8,,2024ibg,---,SN IIn,0.684
ANT2024tgvkdxfr0xq3,,2024cui,SN IIn,SN IIn,0.7
ANT2024ldumjqx0zi6p,,2024gal,---,SN IIn,0.773
ANT2024z8zgikjxmc8v,,2024hpv,---,SN IIn,0.532
ANT2024ifht9uf75g97,,2024frf,SN II,SN Ibc,0.922
ANT2024lhmz7ns2z8tw,,2024gry,SN Ib,SN Ibc,0.533
ANT2024m3m4rn1a1siz,,2024ahv,SN Ib,SN Ibc,0.59
ANT2024thp6y2f7a90g,,2024gqd,SN Ic-BL,SN Ibc,0.925
ANT2024t8zmgwrtplcd,,No TNS,---,SN Ibc,0.511
ANT2024nn6yk923zxr7,,2024gqt,---,SN Ibc,0.535
ANT2024yfnlgvodk67d,,2024gbe,---,SN Ibc,0.771
ANT2024oyiqr4qasi53,,2024ezq,SLSN-I,SN IIn,0.576
ANT2024bavbhit16azt,,2024etj,---,SN IIn,0.583
ANT2024ttenjas81nkz,,2024hun,---,SN IIn,0.508
ANT2024aaouo6rr6jw1,,2024enb,---,SN IIn,0.553
ANT20242j3m6y8m2qgp,,2024fdt,---,SN IIn,0.732
ANT2024nn5f1vp858r8,,2024gbn,---,SN IIn,0.577
ANT2024lhmz7ns2z8tw,,2024gry,SN Ib,SN Ibc,0.811
ANT202450op9n560j87,,2024ham,---,SN Ibc,0.538
ANT2024mvv31s8oeg36,,2024ioo,---,SN Ibc,0.501
ANT2024ilbxq57zxfmd,,2024hju,---,SN Ibc,0.712
ANT202471ulevz1iync,,2024ezj,SN Ia,SN Ibc,0.709
ANT2024gk5wekn2nbyg,,2024hdb,---,SN IIn,0.567
ANT20242zizq2pnec79,,2024bcm,SN IIn,SN IIn,0.543
ANT2024tgvkdxfr0xq3,,2024cui,SN IIn,SN IIn,0.823
ANT2024ldumjqx0zi6p,,2024gal,---,SN IIn,0.763
ANT202328bh61ki75zd,,2023xix,SN IIn,SN IIn,0.588
ANT202348xqm7c73j1b,,2023zqi,---,SN IIn,0.86
ANT2024lb1v0vsh0fkk,,2024gbc,SN IIn,SN IIn,0.711
ANT20249j4f4wp52jyp,,No TNS,---,SN Ibc,0.77
ANT20241m5fra29k06z,,No TNS,---,SN Ibc,0.621
ANT2024t8zmgwrtplcd,,No TNS,---,SN Ibc,0.538
ANT2024thp6y2f7a90g,,2024gqd,SN Ic-BL,SN Ibc,0.922
ANT2024lhmz7ns2z8tw,,2024gry,SN Ib,SN Ibc,0.789
ANT2023n3xr92hj9vrx,,2023zvq,SN Ia,SN Ibc,0.625
ANT2024m3m4rn1a1siz,,2024ahv,SN Ib,SN Ibc,0.586
ANT2024nn6yk923zxr7,,2024gqt,---,SN Ibc,0.556
ANT20242j9d9dm3913j,,2024ehs,SN II,SN Ibc,0.686
ANT2024wo9noo1l2swo,,2024hyi,---,SN IIn,0.565
ANT2024aaouo6rr6jw1,,2024enb,---,SN IIn,0.625
ANT2024ii39eh2cgvrq,,2024fof,SN IIn,SN IIn,0.503
ANT2024hdlay09y3oyd,,2024iit,---,SN IIn,0.603
ANT2024z51tg6panfo9,,2024esv,---,SN IIn,0.758
ANT2024u6bhubcyscbk,,2024ihh,---,SN IIn,0.568
ANT202328bh61ki75zd,,2023xix,SN IIn,SN IIn,0.558
ANT2024m1inrcv14iln,,2024gus,SN Ia,SN Ibc,0.535
ANT2024lhmz7ns2z8tw,,2024gry,SN Ib,SN Ibc,0.844
ANT2024b9o6sbf25v3e,,No TNS,---,SN Ibc,0.506
ANT202450op9n560j87,,2024ham,---,SN Ibc,0.81
ANT2024t2xvn6cyzzjm,,2024isd,---,SN IIn,0.661
ANT20244pqdyo0w37o8,,2024ibg,---,SN IIn,0.58
ANT2024tgvkdxfr0xq3,,2024cui,SN IIn,SN IIn,0.835
ANT2024lb1v0vsh0fkk,,2024gbc,SN IIn,SN IIn,0.752
ANT2024z8zgikjxmc8v,,2024hpv,SN Ia,SN IIn,0.664
ANT20249j4f4wp52jyp,,No TNS,---,SN Ibc,0.656
ANT2024crkgcmr8enpz,,2024ius,---,SN Ibc,0.532
